,date,home_team,score,away_team
439,05-03-2023,Orlando City SC,0 - 0,FC Cincinnati
440,12-03-2023,DC United,1 - 1,Orlando City SC
441,18-03-2023,Orlando City SC,1 - 2,Charlotte
442,25-03-2023,Philadelphia Union,1 - 2,Orlando City SC
443,01-04-2023,Orlando City SC,0 - 2,Nashville SC (MLS)
444,16-04-2023,Minnesota Utd,1 - 2,Orlando City SC
445,22-04-2023,Orlando City SC,1 - 3,DC United
446,29-04-2023,Orlando City SC,2 - 0,LA Galaxy
447,06-05-2023,Montreal Impact,2 - 0,Orlando City SC
448,13-05-2023,Columbus Crew,2 - 2,Orlando City SC
449,17-05-2023,Orlando City SC,1 - 1,New York City FC
450,20-05-2023,Club Internacional de Fútbol Miami,1 - 3,Orlando City SC
451,27-05-2023,Orlando City SC,1 - 1,Atlanta United FC
452,03-06-2023,New York Red Bulls,0 - 3,Orlando City SC
453,10-06-2023,Orlando City SC,2 - 0,Colorado Rapids
454,17-06-2023,New England Revolution,3 - 1,Orlando City SC
455,21-06-2023,Orlando City SC,2 - 2,Philadelphia Union
456,25-06-2023,Seattle Sounders FC,0 - 0,Orlando City SC
457,01-07-2023,Orlando City SC,3 - 1,Chicago Fire
458,04-07-2023,Orlando City SC,4 - 0,Toronto FC
459,09-07-2023,Real Salt Lake,4 - 0,Orlando City SC
460,15-07-2023,Atlanta United FC,? - ?,Orlando City SC
461,26-02-2023,Philadelphia Union,4 - 1,Columbus Crew
462,05-03-2023,Club Internacional de Fútbol Miami,2 - 0,Philadelphia Union
463,12-03-2023,Philadelphia Union,1 - 0,Chicago Fire
464,18-03-2023,Montreal Impact,3 - 2,Philadelphia Union
465,25-03-2023,Philadelphia Union,1 - 2,Orlando City SC
466,01-04-2023,Philadelphia Union,0 - 0,Sporting Kansas City
467,08-04-2023,FC Cincinnati,1 - 0,Philadelphia Union
468,16-04-2023,Chicago Fire,2 - 2,Philadelphia Union
469,22-04-2023,Philadelphia Union,4 - 2,Toronto FC
470,06-05-2023,New York Red Bulls,0 - 1,Philadelphia Union
471,14-05-2023,Colorado Rapids,1 - 2,Philadelphia Union
472,17-05-2023,Philadelphia Union,0 - 0,DC United
473,20-05-2023,Philadelphia Union,3 - 0,New England Revolution
474,27-05-2023,New York City FC,1 - 3,Philadelphia Union
475,31-05-2023,Philadelphia Union,1 - 0,Charlotte
476,03-06-2023,Philadelphia Union,3 - 0,Montreal Impact
477,11-06-2023,San Jose Earthquakes,2 - 1,Philadelphia Union
478,21-06-2023,Orlando City SC,2 - 2,Philadelphia Union
479,24-06-2023,Philadelphia Union,4 - 1,Club Internacional de Fútbol Miami
480,02-07-2023,Atlanta United FC,2 - 0,Philadelphia Union
481,09-07-2023,LA Galaxy,3 - 1,Philadelphia Union
482,13-07-2023,Nashville SC (MLS),0 - 2,Philadelphia Union
483,15-07-2023,Philadelphia Union,? - ?,New York City FC
484,28-02-2023,Portland Timbers,1 - 0,Sporting Kansas City
485,04-03-2023,Los Angeles FC,3 - 2,Portland Timbers
486,12-03-2023,Portland Timbers,1 - 2,St. Louis City
487,18-03-2023,Atlanta United FC,5 - 1,Portland Timbers
488,25-03-2023,Portland Timbers,0 - 0,LA Galaxy
489,02-04-2023,FC Dallas,1 - 1,Portland Timbers
490,09-04-2023,Vancouver Whitecaps,1 - 0,Portland Timbers
491,16-04-2023,Portland Timbers,4 - 1,Seattle Sounders FC
492,22-04-2023,FC Cincinnati,2 - 1,Portland Timbers
493,30-04-2023,St. Louis City,1 - 2,Portland Timbers
494,07-05-2023,Portland Timbers,2 - 2,Austin
495,14-05-2023,Portland Timbers,3 - 1,Vancouver Whitecaps
496,18-05-2023,Real Salt Lake,0 - 0,Portland Timbers
497,21-05-2023,Portland Timbers,0 - 1,Minnesota Utd
498,28-05-2023,Sporting Kansas City,4 - 1,Portland Timbers
499,03-06-2023,Seattle Sounders FC,0 - 0,Portland Timbers
500,12-06-2023,Portland Timbers,1 - 0,FC Dallas
501,18-06-2023,San Jose Earthquakes,0 - 0,Portland Timbers
502,22-06-2023,Portland Timbers,1 - 2,Chicago Fire
503,25-06-2023,Portland Timbers,1 - 1,New York City FC
504,02-07-2023,Minnesota Utd,4 - 1,Portland Timbers
505,13-07-2023,Colorado Rapids,0 - 0,Portland Timbers
506,16-07-2023,Portland Timbers,? - ?,Columbus Crew
507,26-02-2023,Vancouver Whitecaps,1 - 2,Real Salt Lake
508,05-03-2023,Seattle Sounders FC,2 - 0,Real Salt Lake
509,12-03-2023,Real Salt Lake,1 - 2,Austin
510,26-03-2023,Real Salt Lake,0 - 4,St. Louis City
511,01-04-2023,Columbus Crew,4 - 0,Real Salt Lake
512,09-04-2023,Real Salt Lake,3 - 1,Charlotte
513,16-04-2023,FC Dallas,2 - 1,Real Salt Lake
514,23-04-2023,Real Salt Lake,3 - 1,San Jose Earthquakes
515,30-04-2023,Real Salt Lake,0 - 0,Seattle Sounders FC
516,07-05-2023,Houston Dynamo,0 - 0,Real Salt Lake
517,14-05-2023,Real Salt Lake,0 - 3,Los Angeles FC
518,18-05-2023,Real Salt Lake,0 - 0,Portland Timbers
519,21-05-2023,Colorado Rapids,2 - 3,Real Salt Lake
520,28-05-2023,Minnesota Utd,1 - 1,Real Salt Lake
521,01-06-2023,Real Salt Lake,2 - 3,LA Galaxy
522,04-06-2023,Austin,1 - 2,Real Salt Lake
523,11-06-2023,Real Salt Lake,0 - 0,New York City FC
524,17-06-2023,DC United,1 - 2,Real Salt Lake
525,22-06-2023,St. Louis City,1 - 3,Real Salt Lake
526,25-06-2023,Real Salt Lake,2 - 2,Minnesota Utd
527,01-07-2023,Toronto FC,0 - 1,Real Salt Lake
528,09-07-2023,Real Salt Lake,4 - 0,Orlando City SC
529,13-07-2023,Sporting Kansas City,2 - 2,Real Salt Lake
530,16-07-2023,Real Salt Lake,? - ?,New York Red Bulls
531,26-02-2023,Atlanta United FC,2 - 1,San Jose Earthquakes
532,05-03-2023,San Jose Earthquakes,2 - 1,Vancouver Whitecaps
533,12-03-2023,San Jose Earthquakes,1 - 0,Colorado Rapids
534,19-03-2023,St. Louis City,3 - 0,San Jose Earthquakes
535,26-03-2023,San Jose Earthquakes,0 - 0,Toronto FC
536,02-04-2023,San Jose Earthquakes,2 - 1,Houston Dynamo
537,08-04-2023,New York Red Bulls,1 - 1,San Jose Earthquakes
538,16-04-2023,San Jose Earthquakes,3 - 0,Sporting Kansas City
539,23-04-2023,Real Salt Lake,3 - 1,San Jose Earthquakes
540,30-04-2023,Austin,2 - 2,San Jose Earthquakes
541,06-05-2023,San Jose Earthquakes,2 - 1,Los Angeles FC
542,15-05-2023,LA Galaxy,2 - 1,San Jose Earthquakes
543,21-05-2023,Los Angeles FC,2 - 1,San Jose Earthquakes
544,28-05-2023,San Jose Earthquakes,1 - 1,FC Dallas
545,01-06-2023,Seattle Sounders FC,0 - 1,San Jose Earthquakes
546,04-06-2023,Colorado Rapids,0 - 0,San Jose Earthquakes
547,11-06-2023,San Jose Earthquakes,2 - 1,Philadelphia Union
548,18-06-2023,San Jose Earthquakes,0 - 0,Portland Timbers
549,22-06-2023,Houston Dynamo,4 - 1,San Jose Earthquakes
550,25-06-2023,San Jose Earthquakes,1 - 2,St. Louis City
551,02-07-2023,San Jose Earthquakes,2 - 2,LA Galaxy
552,09-07-2023,Los Angeles FC,1 - 1,San Jose Earthquakes
553,13-07-2023,San Jose Earthquakes,2 - 0,Seattle Sounders FC
554,27-02-2023,Seattle Sounders FC,4 - 0,Colorado Rapids
555,05-03-2023,Seattle Sounders FC,2 - 0,Real Salt Lake
556,12-03-2023,FC Cincinnati,1 - 0,Seattle Sounders FC
557,18-03-2023,Seattle Sounders FC,0 - 0,Los Angeles FC
558,26-03-2023,Sporting Kansas City,1 - 4,Seattle Sounders FC
559,01-04-2023,LA Galaxy,1 - 2,Seattle Sounders FC
560,09-04-2023,Seattle Sounders FC,3 - 0,St. Louis City
561,16-04-2023,Portland Timbers,4 - 1,Seattle Sounders FC
562,23-04-2023,Seattle Sounders FC,1 - 0,Minnesota Utd
563,30-04-2023,Real Salt Lake,0 - 0,Seattle Sounders FC
564,07-05-2023,Seattle Sounders FC,1 - 2,Sporting Kansas City
565,14-05-2023,Houston Dynamo,0 - 1,Seattle Sounders FC
566,18-05-2023,Seattle Sounders FC,1 - 2,Austin
567,21-05-2023,Vancouver Whitecaps,2 - 0,Seattle Sounders FC
568,28-05-2023,Seattle Sounders FC,1 - 0,New York Red Bulls
569,01-06-2023,Seattle Sounders FC,0 - 1,San Jose Earthquakes
570,03-06-2023,Seattle Sounders FC,0 - 0,Portland Timbers
571,10-06-2023,Charlotte,3 - 3,Seattle Sounders FC
572,22-06-2023,Los Angeles FC,1 - 0,Seattle Sounders FC
573,25-06-2023,Seattle Sounders FC,0 - 0,Orlando City SC
574,02-07-2023,Seattle Sounders FC,1 - 0,Houston Dynamo
575,09-07-2023,Vancouver Whitecaps,2 - 3,Seattle Sounders FC
576,13-07-2023,San Jose Earthquakes,2 - 0,Seattle Sounders FC
577,16-07-2023,Seattle Sounders FC,? - ?,FC Dallas
578,28-02-2023,Portland Timbers,1 - 0,Sporting Kansas City
579,05-03-2023,Colorado Rapids,0 - 0,Sporting Kansas City
580,12-03-2023,Sporting Kansas City,0 - 0,LA Galaxy
581,19-03-2023,FC Dallas,2 - 1,Sporting Kansas City
582,26-03-2023,Sporting Kansas City,1 - 4,Seattle Sounders FC
583,01-04-2023,Philadelphia Union,0 - 0,Sporting Kansas City
584,09-04-2023,Sporting Kansas City,0 - 1,Colorado Rapids
585,16-04-2023,San Jose Earthquakes,3 - 0,Sporting Kansas City
586,22-04-2023,New England Revolution,2 - 1,Sporting Kansas City
587,30-04-2023,Sporting Kansas City,0 - 2,Montreal Impact
588,07-05-2023,Seattle Sounders FC,1 - 2,Sporting Kansas City
589,14-05-2023,Sporting Kansas City,3 - 0,Minnesota Utd
590,18-05-2023,Los Angeles FC,1 - 1,Sporting Kansas City
591,21-05-2023,St. Louis City,4 - 0,Sporting Kansas City
592,28-05-2023,Sporting Kansas City,4 - 1,Portland Timbers
593,01-06-2023,Sporting Kansas City,2 - 1,FC Dallas
594,04-06-2023,Vancouver Whitecaps,1 - 1,Sporting Kansas City
595,11-06-2023,Sporting Kansas City,4 - 1,Austin
596,18-06-2023,Sporting Kansas City,1 - 2,Los Angeles FC
597,22-06-2023,LA Galaxy,2 - 2,Sporting Kansas City
598,25-06-2023,Sporting Kansas City,0 - 1,Chicago Fire
599,02-07-2023,Sporting Kansas City,3 - 0,Vancouver Whitecaps
600,09-07-2023,Houston Dynamo,2 - 2,Sporting Kansas City
601,13-07-2023,Sporting Kansas City,2 - 2,Real Salt Lake
602,16-07-2023,Austin,? - ?,Sporting Kansas City
603,26-02-2023,Austin,2 - 3,St. Louis City
604,05-03-2023,St. Louis City,3 - 1,Charlotte
605,12-03-2023,Portland Timbers,1 - 2,St. Louis City
606,19-03-2023,St. Louis City,3 - 0,San Jose Earthquakes
607,26-03-2023,Real Salt Lake,0 - 4,St. Louis City
608,02-04-2023,St. Louis City,0 - 1,Minnesota Utd
609,09-04-2023,Seattle Sounders FC,3 - 0,St. Louis City
610,16-04-2023,St. Louis City,5 - 1,FC Cincinnati
611,23-04-2023,Colorado Rapids,1 - 1,St. Louis City
612,30-04-2023,St. Louis City,1 - 2,Portland Timbers
613,07-05-2023,FC Dallas,0 - 0,St. Louis City
614,13-05-2023,Chicago Fire,1 - 0,St. Louis City
615,21-05-2023,St. Louis City,4 - 0,Sporting Kansas City
616,28-05-2023,St. Louis City,3 - 1,Vancouver Whitecaps
617,04-06-2023,St. Louis City,3 - 0,Houston Dynamo
618,11-06-2023,St. Louis City,1 - 1,LA Galaxy
619,18-06-2023,Nashville SC (MLS),3 - 1,St. Louis City
620,22-06-2023,St. Louis City,1 - 3,Real Salt Lake
621,25-06-2023,San Jose Earthquakes,1 - 2,St. Louis City
622,02-07-2023,St. Louis City,2 - 0,Colorado Rapids
623,08-07-2023,Toronto FC,0 - 1,St. Louis City
624,13-07-2023,Los Angeles FC,3 - 0,St. Louis City
625,16-07-2023,St. Louis City,? - ?,Club Internacional de Fútbol Miami
626,26-02-2023,DC United,3 - 2,Toronto FC
627,05-03-2023,Atlanta United FC,1 - 1,Toronto FC
628,12-03-2023,Toronto FC,1 - 1,Columbus Crew
629,18-03-2023,Toronto FC,2 - 0,Club Internacional de Fútbol Miami
630,26-03-2023,San Jose Earthquakes,0 - 0,Toronto FC
631,01-04-2023,Toronto FC,2 - 2,Charlotte
632,09-04-2023,Nashville SC (MLS),0 - 0,Toronto FC
633,15-04-2023,Toronto FC,2 - 2,Atlanta United FC
634,22-04-2023,Philadelphia Union,4 - 2,Toronto FC
635,29-04-2023,Toronto FC,1 - 0,New York City FC
636,06-05-2023,Toronto FC,0 - 2,New England Revolution
637,13-05-2023,Montreal Impact,2 - 0,Toronto FC
638,17-05-2023,Toronto FC,0 - 0,New York Red Bulls
639,21-05-2023,Austin,1 - 0,Toronto FC
640,27-05-2023,Toronto FC,2 - 1,DC United
641,31-05-2023,Toronto FC,0 - 0,Chicago Fire
642,04-06-2023,Minnesota Utd,1 - 1,Toronto FC
643,10-06-2023,Toronto FC,1 - 1,Nashville SC (MLS)
644,21-06-2023,FC Cincinnati,3 - 0,Toronto FC
645,24-06-2023,New England Revolution,2 - 1,Toronto FC
646,01-07-2023,Toronto FC,0 - 1,Real Salt Lake
647,04-07-2023,Orlando City SC,4 - 0,Toronto FC
648,08-07-2023,Toronto FC,0 - 1,St. Louis City
649,16-07-2023,Chicago Fire,? - ?,Toronto FC
650,26-02-2023,Vancouver Whitecaps,1 - 2,Real Salt Lake
651,05-03-2023,San Jose Earthquakes,2 - 1,Vancouver Whitecaps
652,11-03-2023,Vancouver Whitecaps,1 - 1,FC Dallas
653,19-03-2023,LA Galaxy,1 - 1,Vancouver Whitecaps
654,26-03-2023,Minnesota Utd,1 - 1,Vancouver Whitecaps
655,02-04-2023,Vancouver Whitecaps,5 - 0,Montreal Impact
656,09-04-2023,Vancouver Whitecaps,1 - 0,Portland Timbers
657,16-04-2023,Austin,0 - 0,Vancouver Whitecaps
658,30-04-2023,Vancouver Whitecaps,0 - 0,Colorado Rapids
659,07-05-2023,Vancouver Whitecaps,3 - 2,Minnesota Utd
660,14-05-2023,Portland Timbers,3 - 1,Vancouver Whitecaps
661,18-05-2023,FC Dallas,2 - 1,Vancouver Whitecaps
662,21-05-2023,Vancouver Whitecaps,2 - 0,Seattle Sounders FC
663,28-05-2023,St. Louis City,3 - 1,Vancouver Whitecaps
664,01-06-2023,Vancouver Whitecaps,6 - 2,Houston Dynamo
665,04-06-2023,Vancouver Whitecaps,1 - 1,Sporting Kansas City
666,11-06-2023,Vancouver Whitecaps,1 - 1,FC Cincinnati
667,25-06-2023,Los Angeles FC,2 - 3,Vancouver Whitecaps
668,02-07-2023,Sporting Kansas City,3 - 0,Vancouver Whitecaps
669,09-07-2023,Vancouver Whitecaps,2 - 3,Seattle Sounders FC
670,13-07-2023,Vancouver Whitecaps,2 - 1,Austin
671,16-07-2023,Vancouver Whitecaps,? - ?,LA Galaxy
