,date,home_team,score,away_team
437,17-09-2022,Ural,1 - 2,Terek Grozny
438,01-10-2022,Lokomotiv M,2 - 4,Ural
439,07-10-2022,Ural,2 - 1,FC Khimki
440,14-10-2022,Rostov,1 - 2,Ural
441,24-10-2022,Ural,2 - 1,Krylya Samara
442,30-10-2022,FK SOCHI,2 - 2,Ural
443,06-11-2022,Ural,2 - 2,Lokomotiv M
444,12-11-2022,Ural,2 - 0,Fakel Voronezh
445,04-03-2023,Spartak M,2 - 2,Ural
446,11-03-2023,Torpedo Moskva,0 - 1,Ural
447,18-03-2023,Ural,0 - 1,Dinamo Moscow
448,01-04-2023,Zenit St Petersburg,2 - 0,Ural
449,08-04-2023,Terek Grozny,2 - 0,Ural
450,15-04-2023,Ural,1 - 2,CSKA Moscow
451,23-04-2023,Ural,1 - 3,Rostov
452,29-04-2023,Krasnodar,1 - 1,Ural
453,07-05-2023,Nizhny Novgorod,0 - 0,Ural
454,13-05-2023,Ural,2 - 1,Gazovik Orenburg
455,21-05-2023,Krylya Samara,3 - 0,Ural
456,27-05-2023,FC Khimki,0 - 3,Ural
457,03-06-2023,Ural,1 - 0,FK SOCHI
458,15-07-2022,FC Khimki,1 - 1,Zenit St Petersburg
459,22-07-2022,Zenit St Petersburg,3 - 0,Krylya Samara
460,30-07-2022,Zenit St Petersburg,5 - 0,Lokomotiv M
461,06-08-2022,Terek Grozny,0 - 0,Zenit St Petersburg
462,13-08-2022,Zenit St Petersburg,2 - 1,CSKA Moscow
463,21-08-2022,Zenit St Petersburg,2 - 0,Torpedo Moskva
464,28-08-2022,Ural,0 - 4,Zenit St Petersburg
465,04-09-2022,Spartak M,1 - 2,Zenit St Petersburg
466,11-09-2022,Zenit St Petersburg,8 - 0,Gazovik Orenburg
467,17-09-2022,Dinamo Moscow,0 - 2,Zenit St Petersburg
468,02-10-2022,Zenit St Petersburg,3 - 1,Rostov
469,08-10-2022,Fakel Voronezh,1 - 1,Zenit St Petersburg
470,16-10-2022,Nizhny Novgorod,0 - 3,Zenit St Petersburg
471,24-10-2022,Zenit St Petersburg,7 - 0,FK SOCHI
472,30-10-2022,Krasnodar,0 - 1,Zenit St Petersburg
473,05-11-2022,Zenit St Petersburg,1 - 2,Terek Grozny
474,12-11-2022,Torpedo Moskva,0 - 2,Zenit St Petersburg
475,04-03-2023,Zenit St Petersburg,3 - 0,Nizhny Novgorod
476,12-03-2023,Zenit St Petersburg,3 - 2,FC Khimki
477,19-03-2023,CSKA Moscow,1 - 0,Zenit St Petersburg
478,01-04-2023,Zenit St Petersburg,2 - 0,Ural
479,09-04-2023,Lokomotiv M,1 - 2,Zenit St Petersburg
480,16-04-2023,Rostov,0 - 0,Zenit St Petersburg
481,22-04-2023,Zenit St Petersburg,3 - 1,Dinamo Moscow
482,29-04-2023,Krylya Samara,1 - 5,Zenit St Petersburg
483,07-05-2023,Zenit St Petersburg,3 - 2,Spartak M
484,13-05-2023,Zenit St Petersburg,2 - 2,Krasnodar
485,20-05-2023,Gazovik Orenburg,2 - 2,Zenit St Petersburg
486,27-05-2023,FK SOCHI,1 - 1,Zenit St Petersburg
487,03-06-2023,Zenit St Petersburg,1 - 0,Fakel Voronezh
