,date,home_team,score,away_team
461,21-08-2022,Sparta Rotterdam,0 - 1,Ajax
462,27-08-2022,GO Ahead Eagles,0 - 1,Sparta Rotterdam
463,03-09-2022,Sparta Rotterdam,4 - 0,FC Volendam
464,11-09-2022,Feyenoord,3 - 0,Sparta Rotterdam
465,17-09-2022,Sparta Rotterdam,2 - 1,Groningen
466,02-10-2022,Waalwijk,2 - 2,Sparta Rotterdam
467,08-10-2022,Sparta Rotterdam,3 - 1,FC Emmen
468,16-10-2022,Sparta Rotterdam,2 - 0,NEC Nijmegen
469,23-10-2022,Utrecht,3 - 1,Sparta Rotterdam
470,29-10-2022,Sparta Rotterdam,3 - 1,Fortuna Sittard
471,05-11-2022,Vitesse,0 - 4,Sparta Rotterdam
472,11-11-2022,Sparta Rotterdam,1 - 1,Twente
473,07-01-2023,PSV Eindhoven,0 - 0,Sparta Rotterdam
474,14-01-2023,Sparta Rotterdam,1 - 0,Excelsior
475,21-01-2023,Cambuur,0 - 3,Sparta Rotterdam
476,24-01-2023,Sparta Rotterdam,0 - 0,Waalwijk
477,28-01-2023,NEC Nijmegen,1 - 1,Sparta Rotterdam
478,03-02-2023,Fortuna Sittard,0 - 0,Sparta Rotterdam
479,12-02-2023,Sparta Rotterdam,2 - 1,GO Ahead Eagles
480,19-02-2023,Ajax,4 - 0,Sparta Rotterdam
481,24-02-2023,Sparta Rotterdam,0 - 3,Utrecht
482,05-03-2023,Excelsior,1 - 4,Sparta Rotterdam
483,11-03-2023,Sparta Rotterdam,3 - 1,Vitesse
484,18-03-2023,FC Emmen,0 - 2,Sparta Rotterdam
485,02-04-2023,Sparta Rotterdam,1 - 3,Feyenoord
486,08-04-2023,AZ Alkmaar,0 - 1,Sparta Rotterdam
487,15-04-2023,Sparta Rotterdam,4 - 0,Heerenveen
488,23-04-2023,Twente,3 - 3,Sparta Rotterdam
489,06-05-2023,Sparta Rotterdam,0 - 1,PSV Eindhoven
490,13-05-2023,FC Volendam,2 - 1,Sparta Rotterdam
491,21-05-2023,Sparta Rotterdam,4 - 1,Cambuur
492,28-05-2023,Groningen,0 - 5,Sparta Rotterdam
493,01-06-2023,Utrecht,1 - 2,Sparta Rotterdam
494,08-06-2023,Sparta Rotterdam,1 - 1,Twente
495,11-06-2023,Twente,1 - 0,Sparta Rotterdam
496,07-08-2022,NEC Nijmegen,0 - 1,Twente
497,14-08-2022,Twente,3 - 0,Fortuna Sittard
498,28-08-2022,FC Volendam,1 - 0,Twente
499,31-08-2022,Twente,4 - 0,Excelsior
500,03-09-2022,Twente,2 - 1,PSV Eindhoven
501,11-09-2022,AZ Alkmaar,1 - 1,Twente
502,18-09-2022,Heerenveen,2 - 1,Twente
503,01-10-2022,Twente,3 - 0,Vitesse
504,09-10-2022,Feyenoord,2 - 0,Twente
505,16-10-2022,Twente,3 - 0,Groningen
506,23-10-2022,Cambuur,0 - 1,Twente
507,30-10-2022,Twente,3 - 0,Waalwijk
508,06-11-2022,Twente,1 - 1,GO Ahead Eagles
509,11-11-2022,Sparta Rotterdam,1 - 1,Twente
510,06-01-2023,Twente,2 - 0,FC Emmen
511,14-01-2023,Ajax,0 - 0,Twente
512,22-01-2023,Twente,2 - 0,Utrecht
513,25-01-2023,Vitesse,2 - 2,Twente
514,29-01-2023,Twente,1 - 1,Feyenoord
515,05-02-2023,Groningen,1 - 1,Twente
516,12-02-2023,Twente,3 - 0,FC Volendam
517,19-02-2023,GO Ahead Eagles,2 - 0,Twente
518,26-02-2023,PSV Eindhoven,3 - 1,Twente
519,04-03-2023,Twente,3 - 3,Heerenveen
520,11-03-2023,Fortuna Sittard,0 - 3,Twente
521,19-03-2023,Twente,2 - 1,AZ Alkmaar
522,01-04-2023,Excelsior,0 - 0,Twente
523,09-04-2023,Twente,4 - 0,Cambuur
524,16-04-2023,Utrecht,1 - 0,Twente
525,23-04-2023,Twente,3 - 3,Sparta Rotterdam
526,07-05-2023,FC Emmen,0 - 3,Twente
527,12-05-2023,Twente,4 - 0,NEC Nijmegen
528,21-05-2023,Waalwijk,0 - 5,Twente
529,28-05-2023,Twente,3 - 1,Ajax
530,01-06-2023,Heerenveen,1 - 2,Twente
531,04-06-2023,Twente,4 - 0,Heerenveen
532,08-06-2023,Sparta Rotterdam,1 - 1,Twente
533,11-06-2023,Twente,1 - 0,Sparta Rotterdam
534,06-08-2022,Waalwijk,2 - 2,Utrecht
535,13-08-2022,Utrecht,0 - 0,Cambuur
536,20-08-2022,FC Emmen,3 - 2,Utrecht
537,28-08-2022,Utrecht,0 - 2,Ajax
538,02-09-2022,Fortuna Sittard,3 - 4,Utrecht
539,11-09-2022,Utrecht,1 - 0,Vitesse
540,16-09-2022,Utrecht,0 - 0,NEC Nijmegen
541,02-10-2022,Excelsior,0 - 1,Utrecht
542,09-10-2022,Utrecht,1 - 2,AZ Alkmaar
543,16-10-2022,PSV Eindhoven,6 - 1,Utrecht
544,23-10-2022,Utrecht,3 - 1,Sparta Rotterdam
545,29-10-2022,Heerenveen,1 - 2,Utrecht
546,06-11-2022,Utrecht,2 - 1,Groningen
547,12-11-2022,FC Volendam,0 - 4,Utrecht
548,08-01-2023,Utrecht,1 - 1,Feyenoord
549,15-01-2023,GO Ahead Eagles,2 - 2,Utrecht
550,22-01-2023,Twente,2 - 0,Utrecht
551,25-01-2023,Utrecht,1 - 0,Excelsior
552,28-01-2023,AZ Alkmaar,5 - 5,Utrecht
553,04-02-2023,Utrecht,1 - 0,Heerenveen
554,12-02-2023,Vitesse,2 - 0,Utrecht
555,19-02-2023,Utrecht,2 - 2,PSV Eindhoven
556,24-02-2023,Sparta Rotterdam,0 - 3,Utrecht
557,03-03-2023,Utrecht,1 - 2,Fortuna Sittard
558,12-03-2023,NEC Nijmegen,2 - 2,Utrecht
559,18-03-2023,Utrecht,1 - 2,GO Ahead Eagles
560,02-04-2023,Utrecht,0 - 0,FC Volendam
561,07-04-2023,Groningen,1 - 2,Utrecht
562,16-04-2023,Utrecht,1 - 0,Twente
563,23-04-2023,Feyenoord,3 - 1,Utrecht
564,06-05-2023,Cambuur,0 - 3,Utrecht
565,13-05-2023,Utrecht,2 - 0,Waalwijk
566,21-05-2023,Ajax,3 - 1,Utrecht
567,28-05-2023,Utrecht,3 - 2,FC Emmen
568,01-06-2023,Utrecht,1 - 2,Sparta Rotterdam
569,23-05-2023,VVV Venlo,3 - 2,Willem II
570,30-05-2023,VVV Venlo,1 - 1,Almere City FC
571,07-08-2022,Vitesse,2 - 5,Feyenoord
572,12-08-2022,Excelsior,3 - 1,Vitesse
573,20-08-2022,Vitesse,0 - 4,Heerenveen
574,27-08-2022,Vitesse,2 - 2,Waalwijk
575,04-09-2022,Groningen,0 - 1,Vitesse
576,11-09-2022,Utrecht,1 - 0,Vitesse
577,17-09-2022,Vitesse,1 - 1,FC Volendam
578,01-10-2022,Twente,3 - 0,Vitesse
579,09-10-2022,Vitesse,1 - 2,Fortuna Sittard
580,15-10-2022,Cambuur,0 - 3,Vitesse
581,22-10-2022,Vitesse,2 - 1,FC Emmen
582,05-11-2022,Vitesse,0 - 4,Sparta Rotterdam
583,09-11-2022,Ajax,2 - 2,Vitesse
584,13-11-2022,GO Ahead Eagles,2 - 2,Vitesse
585,07-01-2023,AZ Alkmaar,1 - 1,Vitesse
586,15-01-2023,Vitesse,0 - 0,NEC Nijmegen
587,21-01-2023,PSV Eindhoven,1 - 0,Vitesse
588,25-01-2023,Vitesse,2 - 2,Twente
589,28-01-2023,Heerenveen,1 - 3,Vitesse
590,04-02-2023,FC Emmen,2 - 2,Vitesse
591,12-02-2023,Vitesse,2 - 0,Utrecht
592,18-02-2023,FC Volendam,2 - 0,Vitesse
593,26-02-2023,Vitesse,1 - 2,Ajax
594,03-03-2023,Vitesse,0 - 1,AZ Alkmaar
595,11-03-2023,Sparta Rotterdam,3 - 1,Vitesse
596,19-03-2023,Vitesse,1 - 1,PSV Eindhoven
597,01-04-2023,Waalwijk,1 - 0,Vitesse
598,08-04-2023,Vitesse,2 - 0,GO Ahead Eagles
599,16-04-2023,NEC Nijmegen,1 - 4,Vitesse
600,22-04-2023,Vitesse,0 - 0,Excelsior
601,07-05-2023,Fortuna Sittard,2 - 0,Vitesse
602,14-05-2023,Vitesse,2 - 0,Cambuur
603,21-05-2023,Vitesse,6 - 0,Groningen
604,28-05-2023,Feyenoord,0 - 1,Vitesse
605,06-08-2022,Waalwijk,2 - 2,Utrecht
606,13-08-2022,FC Emmen,1 - 1,Waalwijk
607,21-08-2022,Waalwijk,0 - 1,Feyenoord
608,27-08-2022,Vitesse,2 - 2,Waalwijk
609,04-09-2022,Waalwijk,5 - 2,Excelsior
610,11-09-2022,PSV Eindhoven,1 - 0,Waalwijk
611,17-09-2022,Waalwijk,5 - 1,Cambuur
612,02-10-2022,Waalwijk,2 - 2,Sparta Rotterdam
613,07-10-2022,Groningen,2 - 3,Waalwijk
614,15-10-2022,Fortuna Sittard,0 - 0,Waalwijk
615,22-10-2022,Waalwijk,1 - 4,Ajax
616,30-10-2022,Twente,3 - 0,Waalwijk
617,06-11-2022,Waalwijk,3 - 1,AZ Alkmaar
618,13-11-2022,NEC Nijmegen,6 - 1,Waalwijk
619,07-01-2023,Waalwijk,0 - 0,Heerenveen
620,14-01-2023,FC Volendam,2 - 1,Waalwijk
621,24-01-2023,Sparta Rotterdam,0 - 0,Waalwijk
622,28-01-2023,Waalwijk,2 - 0,FC Emmen
623,01-02-2023,Waalwijk,3 - 1,GO Ahead Eagles
624,04-02-2023,Excelsior,0 - 0,Waalwijk
625,12-02-2023,Ajax,3 - 1,Waalwijk
626,17-02-2023,Waalwijk,3 - 1,Fortuna Sittard
627,25-02-2023,Heerenveen,1 - 4,Waalwijk
628,05-03-2023,Waalwijk,0 - 1,PSV Eindhoven
629,18-03-2023,Waalwijk,1 - 3,NEC Nijmegen
630,01-04-2023,Waalwijk,1 - 0,Vitesse
631,09-04-2023,Feyenoord,5 - 1,Waalwijk
632,15-04-2023,Waalwijk,2 - 1,Groningen
633,19-04-2023,GO Ahead Eagles,3 - 2,Waalwijk
634,23-04-2023,AZ Alkmaar,3 - 0,Waalwijk
635,05-05-2023,Waalwijk,4 - 1,FC Volendam
636,13-05-2023,Utrecht,2 - 0,Waalwijk
637,21-05-2023,Waalwijk,0 - 5,Twente
638,28-05-2023,Cambuur,4 - 0,Waalwijk
639,23-05-2023,VVV Venlo,3 - 2,Willem II
