,date,home_team,score,away_team
237,22-05-2023,Trabzonspor,4 - 1,Fatih Karagümrük
238,30-05-2023,Fatih Karagümrük,2 - 0,Kayserispor
239,03-06-2023,Konyaspor,1 - 1,Fatih Karagümrük
240,06-06-2023,Fatih Karagümrük,3 - 0,Kasimpasa
241,08-08-2022,Fenerbahce,3 - 3,Ümraniyespor
242,15-08-2022,Kasimpasa,0 - 6,Fenerbahce
243,22-08-2022,Fenerbahce,4 - 2,Adana Demirspor
244,29-08-2022,Konyaspor,1 - 0,Fenerbahce
245,03-09-2022,Fenerbahce,2 - 0,Kayserispor
246,18-09-2022,Fenerbahce,5 - 0,Alanyaspor
247,02-10-2022,Besiktas,0 - 0,Fenerbahce
248,09-10-2022,Fenerbahce,5 - 4,Fatih Karagümrük
249,17-10-2022,Ankaragucu,0 - 3,Fenerbahce
250,22-10-2022,Fenerbahce,1 - 0,Buyuksehyr
251,30-10-2022,İstanbulspor,2 - 5,Fenerbahce
252,07-11-2022,Fenerbahce,1 - 0,Sivasspor
253,12-11-2022,Fenerbahce,1 - 2,Giresunspor
254,24-12-2022,Trabzonspor,2 - 0,Fenerbahce
255,27-12-2022,Fenerbahce,4 - 0,Hatayspor
256,03-01-2023,Antalyaspor,1 - 2,Fenerbahce
257,08-01-2023,Fenerbahce,0 - 3,Galatasaray
258,15-01-2023,Gaziantep BBK,1 - 2,Fenerbahce
259,23-01-2023,Ümraniyespor,1 - 2,Fenerbahce
260,29-01-2023,Fenerbahce,5 - 1,Kasimpasa
261,02-02-2023,Adana Demirspor,1 - 1,Fenerbahce
262,25-02-2023,Fenerbahce,4 - 0,Konyaspor
263,04-03-2023,Kayserispor,1 - 2,Fenerbahce
264,19-03-2023,Alanyaspor,1 - 3,Fenerbahce
265,02-04-2023,Fenerbahce,2 - 4,Besiktas
266,10-04-2023,Fatih Karagümrük,1 - 2,Fenerbahce
267,15-04-2023,Fenerbahce,2 - 1,Ankaragucu
268,19-04-2023,Buyuksehyr,1 - 2,Fenerbahce
269,24-04-2023,Fenerbahce,3 - 3,İstanbulspor
270,29-04-2023,Sivasspor,1 - 3,Fenerbahce
271,07-05-2023,Giresunspor,1 - 1,Fenerbahce
272,18-05-2023,Fenerbahce,3 - 1,Trabzonspor
273,30-05-2023,Fenerbahce,2 - 0,Antalyaspor
274,04-06-2023,Galatasaray,3 - 0,Fenerbahce
275,07-06-2023,Fenerbahce,3 - 0,Gaziantep BBK
276,07-08-2022,Antalyaspor,0 - 1,Galatasaray
277,13-08-2022,Galatasaray,0 - 1,Giresunspor
278,19-08-2022,Ümraniyespor,0 - 1,Galatasaray
279,28-08-2022,Trabzonspor,0 - 0,Galatasaray
280,05-09-2022,Galatasaray,2 - 1,Gaziantep BBK
281,11-09-2022,Kasimpasa,2 - 3,Galatasaray
282,16-09-2022,Galatasaray,2 - 1,Konyaspor
283,01-10-2022,Adana Demirspor,0 - 0,Galatasaray
284,15-10-2022,Kayserispor,2 - 1,Galatasaray
285,23-10-2022,Galatasaray,2 - 2,Alanyaspor
286,28-10-2022,Fatih Karagümrük,0 - 2,Galatasaray
287,05-11-2022,Galatasaray,2 - 1,Besiktas
288,12-11-2022,Buyuksehyr,0 - 7,Galatasaray
289,25-12-2022,Galatasaray,2 - 1,İstanbulspor
290,29-12-2022,Sivasspor,1 - 2,Galatasaray
291,04-01-2023,Galatasaray,2 - 1,Ankaragucu
292,08-01-2023,Fenerbahce,0 - 3,Galatasaray
293,13-01-2023,Galatasaray,4 - 0,Hatayspor
294,21-01-2023,Galatasaray,2 - 1,Antalyaspor
295,28-01-2023,Giresunspor,0 - 4,Galatasaray
296,01-02-2023,Galatasaray,3 - 2,Ümraniyespor
297,05-02-2023,Galatasaray,2 - 1,Trabzonspor
298,11-03-2023,Galatasaray,1 - 0,Kasimpasa
299,17-03-2023,Konyaspor,2 - 1,Galatasaray
300,01-04-2023,Galatasaray,2 - 0,Adana Demirspor
301,14-04-2023,Galatasaray,6 - 0,Kayserispor
302,18-04-2023,Alanyaspor,1 - 4,Galatasaray
303,23-04-2023,Galatasaray,3 - 3,Fatih Karagümrük
304,30-04-2023,Besiktas,3 - 1,Galatasaray
305,08-05-2023,Galatasaray,1 - 0,Buyuksehyr
306,16-05-2023,İstanbulspor,0 - 2,Galatasaray
307,20-05-2023,Galatasaray,2 - 0,Sivasspor
308,30-05-2023,Ankaragucu,1 - 4,Galatasaray
309,04-06-2023,Galatasaray,3 - 0,Fenerbahce
310,07-06-2023,Hatayspor,0 - 3,Galatasaray
311,06-08-2022,Sivasspor,1 - 1,Gaziantep BBK
312,14-08-2022,Gaziantep BBK,1 - 0,Ankaragucu
313,20-08-2022,Hatayspor,1 - 2,Gaziantep BBK
314,26-08-2022,Gaziantep BBK,5 - 2,Antalyaspor
315,05-09-2022,Galatasaray,2 - 1,Gaziantep BBK
316,11-09-2022,Gaziantep BBK,1 - 1,Ümraniyespor
317,18-09-2022,Trabzonspor,3 - 2,Gaziantep BBK
318,01-10-2022,Kasimpasa,1 - 0,Gaziantep BBK
