,date,home_team,score,away_team
313,17-04-2023,Randers FC,1 - 1,FC Nordsjaelland
314,23-04-2023,Brondby,0 - 4,Randers FC
315,30-04-2023,Viborg,3 - 1,Randers FC
316,07-05-2023,Randers FC,1 - 3,Brondby
317,15-05-2023,Randers FC,0 - 2,Viborg
318,22-05-2023,FC Nordsjaelland,3 - 1,Randers FC
319,30-05-2023,Randers FC,1 - 3,AGF Aarhus
320,04-06-2023,FC Copenhagen,1 - 1,Randers FC
321,17-07-2022,Lyngby Boldklub,2 - 2,Silkeborg IF
322,22-07-2022,Midtjylland,1 - 3,Silkeborg IF
323,31-07-2022,Silkeborg IF,2 - 0,Brondby
324,08-08-2022,Silkeborg IF,3 - 1,AaB
325,14-08-2022,Viborg,2 - 0,Silkeborg IF
326,21-08-2022,FC Nordsjaelland,0 - 2,Silkeborg IF
327,28-08-2022,Silkeborg IF,1 - 2,Odense BK
328,02-09-2022,FC Copenhagen,1 - 0,Silkeborg IF
329,11-09-2022,Silkeborg IF,1 - 0,AGF Aarhus
330,18-09-2022,Randers FC,3 - 2,Silkeborg IF
331,02-10-2022,Silkeborg IF,2 - 1,AC Horsens
332,09-10-2022,Odense BK,1 - 1,Silkeborg IF
333,17-10-2022,Silkeborg IF,3 - 3,Randers FC
334,23-10-2022,AC Horsens,3 - 2,Silkeborg IF
335,30-10-2022,Silkeborg IF,1 - 2,Viborg
336,06-11-2022,AaB,1 - 2,Silkeborg IF
337,12-11-2022,Silkeborg IF,0 - 2,Lyngby Boldklub
338,19-02-2023,Silkeborg IF,0 - 3,FC Copenhagen
339,26-02-2023,AGF Aarhus,1 - 1,Silkeborg IF
340,05-03-2023,Silkeborg IF,2 - 1,FC Nordsjaelland
341,12-03-2023,Brondby,2 - 1,Silkeborg IF
342,19-03-2023,Silkeborg IF,3 - 3,Midtjylland
343,02-04-2023,Lyngby Boldklub,1 - 1,Silkeborg IF
344,11-04-2023,Silkeborg IF,1 - 2,AC Horsens
345,16-04-2023,Odense BK,2 - 0,Silkeborg IF
346,21-04-2023,Silkeborg IF,2 - 2,AaB
347,01-05-2023,Midtjylland,3 - 0,Silkeborg IF
348,07-05-2023,Silkeborg IF,0 - 1,Odense BK
349,14-05-2023,Silkeborg IF,1 - 0,Lyngby Boldklub
350,19-05-2023,AC Horsens,0 - 1,Silkeborg IF
351,29-05-2023,Silkeborg IF,3 - 3,Midtjylland
352,03-06-2023,AaB,0 - 1,Silkeborg IF
353,17-07-2022,Viborg,2 - 1,AaB
354,24-07-2022,AGF Aarhus,3 - 1,Viborg
355,31-07-2022,Viborg,4 - 2,FC Copenhagen
356,06-08-2022,FC Nordsjaelland,1 - 0,Viborg
357,14-08-2022,Viborg,2 - 0,Silkeborg IF
358,21-08-2022,Randers FC,1 - 0,Viborg
359,28-08-2022,Viborg,2 - 1,Lyngby Boldklub
360,04-09-2022,Odense BK,1 - 2,Viborg
361,12-09-2022,Viborg,2 - 1,AC Horsens
362,18-09-2022,Viborg,0 - 0,Brondby
363,02-10-2022,Midtjylland,1 - 1,Viborg
364,07-10-2022,Lyngby Boldklub,1 - 1,Viborg
365,16-10-2022,Viborg,0 - 0,Odense BK
366,24-10-2022,AaB,1 - 3,Viborg
367,30-10-2022,Silkeborg IF,1 - 2,Viborg
368,06-11-2022,Viborg,1 - 1,AGF Aarhus
369,13-11-2022,Brondby,0 - 2,Viborg
370,20-02-2023,Viborg,0 - 4,Midtjylland
371,26-02-2023,AC Horsens,0 - 3,Viborg
372,05-03-2023,Viborg,2 - 2,Randers FC
373,12-03-2023,Viborg,1 - 1,FC Nordsjaelland
374,19-03-2023,FC Copenhagen,2 - 1,Viborg
375,02-04-2023,Brondby,0 - 3,Viborg
376,09-04-2023,Viborg,0 - 1,AGF Aarhus
377,16-04-2023,FC Copenhagen,2 - 1,Viborg
378,23-04-2023,Viborg,1 - 0,FC Nordsjaelland
379,30-04-2023,Viborg,3 - 1,Randers FC
380,07-05-2023,AGF Aarhus,3 - 0,Viborg
381,15-05-2023,Randers FC,0 - 2,Viborg
382,21-05-2023,Viborg,1 - 1,Brondby
383,29-05-2023,Viborg,1 - 2,FC Copenhagen
384,04-06-2023,FC Nordsjaelland,0 - 0,Viborg
385,09-06-2023,Viborg,0 - 1,Midtjylland
