,date,home_team,score,away_team
153,03-09-2022,Eupen,0 - 1,Kortrijk
154,10-09-2022,Oostende,1 - 0,Eupen
155,18-09-2022,Eupen,1 - 2,Union St. Gilloise
156,02-10-2022,Sint-Truidense,0 - 1,Eupen
157,09-10-2022,Eupen,0 - 4,Gent
158,15-10-2022,Cercle Brugge,5 - 1,Eupen
159,18-10-2022,Eupen,4 - 2,Oud-Heverlee Leuven
160,22-10-2022,Mechelen,2 - 1,Eupen
161,30-10-2022,Anderlecht,4 - 2,Eupen
162,05-11-2022,Eupen,2 - 0,Standard
163,12-11-2022,Zulte-Waregem,5 - 5,Eupen
164,23-12-2022,Seraing United,0 - 1,Eupen
165,07-01-2023,Eupen,1 - 2,Charleroi
166,14-01-2023,Eupen,0 - 2,Sint-Truidense
167,17-01-2023,Oud-Heverlee Leuven,1 - 1,Eupen
168,27-01-2023,Standard,3 - 1,Eupen
169,01-02-2023,Eupen,1 - 1,Genk
170,04-02-2023,Eupen,1 - 1,KVC Westerlo
171,10-02-2023,Eupen,2 - 1,Mechelen
172,18-02-2023,Royal Antwerp,2 - 0,Eupen
173,25-02-2023,Eupen,2 - 2,Cercle Brugge
174,05-03-2023,Union St. Gilloise,2 - 1,Eupen
175,11-03-2023,Eupen,4 - 4,Oostende
176,19-03-2023,Gent,3 - 0,Eupen
177,02-04-2023,Eupen,0 - 1,Anderlecht
178,08-04-2023,Kortrijk,0 - 0,Eupen
179,15-04-2023,Eupen,1 - 5,Zulte-Waregem
180,23-04-2023,Club Brugge,7 - 0,Eupen
181,24-07-2022,Club Brugge,3 - 2,Genk
182,31-07-2022,Genk,3 - 1,Standard
183,06-08-2022,Genk,4 - 2,Eupen
184,14-08-2022,Zulte-Waregem,1 - 4,Genk
185,20-08-2022,Genk,2 - 1,Cercle Brugge
186,27-08-2022,Seraing United,0 - 4,Genk
187,03-09-2022,Genk,0 - 0,Sint-Truidense
188,11-09-2022,Union St. Gilloise,1 - 2,Genk
189,18-09-2022,Genk,1 - 0,Gent
190,01-10-2022,Oostende,1 - 2,Genk
191,08-10-2022,Genk,2 - 1,Kortrijk
192,15-10-2022,Oud-Heverlee Leuven,0 - 1,Genk
193,18-10-2022,Genk,6 - 1,KVC Westerlo
194,23-10-2022,Royal Antwerp,1 - 3,Genk
195,28-10-2022,Genk,3 - 1,Mechelen
196,04-11-2022,Genk,4 - 1,Charleroi
197,13-11-2022,Anderlecht,0 - 2,Genk
198,26-12-2022,Kortrijk,1 - 0,Genk
199,08-01-2023,Genk,3 - 1,Club Brugge
200,14-01-2023,Genk,1 - 0,Zulte-Waregem
201,17-01-2023,KVC Westerlo,2 - 3,Genk
202,29-01-2023,Genk,4 - 0,Seraing United
203,01-02-2023,Eupen,1 - 1,Genk
204,05-02-2023,Gent,2 - 3,Genk
205,12-02-2023,Genk,0 - 1,Royal Antwerp
206,17-02-2023,Mechelen,2 - 2,Genk
207,25-02-2023,Genk,3 - 0,Oostende
208,05-03-2023,Sint-Truidense,2 - 2,Genk
209,12-03-2023,Genk,1 - 2,Union St. Gilloise
210,17-03-2023,Cercle Brugge,1 - 1,Genk
211,02-04-2023,Genk,2 - 1,Oud-Heverlee Leuven
212,09-04-2023,Standard,2 - 0,Genk
213,16-04-2023,Genk,5 - 2,Anderlecht
214,23-04-2023,Charleroi,2 - 2,Genk
215,30-04-2023,Genk,3 - 1,Club Brugge
216,07-05-2023,Royal Antwerp,2 - 1,Genk
217,14-05-2023,Union St. Gilloise,3 - 0,Genk
218,21-05-2023,Genk,1 - 1,Union St. Gilloise
219,28-05-2023,Club Brugge,1 - 3,Genk
220,04-06-2023,Genk,2 - 2,Royal Antwerp
221,22-07-2022,Standard,2 - 2,Gent
222,30-07-2022,Gent,1 - 1,Sint-Truidense
223,07-08-2022,Gent,2 - 1,KVC Westerlo
224,12-08-2022,Oostende,1 - 3,Gent
225,28-08-2022,Gent,1 - 2,Royal Antwerp
226,01-09-2022,Anderlecht,0 - 1,Gent
227,04-09-2022,Charleroi,2 - 1,Gent
228,11-09-2022,Gent,2 - 0,Zulte-Waregem
229,18-09-2022,Genk,1 - 0,Gent
230,02-10-2022,Gent,3 - 4,Cercle Brugge
231,09-10-2022,Eupen,0 - 4,Gent
232,16-10-2022,Gent,3 - 0,Mechelen
233,19-10-2022,Union St. Gilloise,2 - 0,Gent
234,23-10-2022,Gent,2 - 1,Seraing United
235,30-10-2022,Oud-Heverlee Leuven,1 - 1,Gent
236,06-11-2022,Gent,2 - 0,Club Brugge
237,13-11-2022,Kortrijk,0 - 4,Gent
238,23-12-2022,Gent,0 - 0,Standard
239,07-01-2023,Royal Antwerp,2 - 0,Gent
240,15-01-2023,Gent,2 - 1,Kortrijk
241,19-01-2023,Gent,0 - 0,Charleroi
242,22-01-2023,Sint-Truidense,0 - 3,Gent
243,29-01-2023,Cercle Brugge,3 - 2,Gent
244,05-02-2023,Gent,2 - 3,Genk
245,11-02-2023,KVC Westerlo,3 - 3,Gent
246,19-02-2023,Gent,2 - 0,Oud-Heverlee Leuven
247,26-02-2023,Club Brugge,2 - 0,Gent
248,05-03-2023,Gent,1 - 0,Anderlecht
249,12-03-2023,Zulte-Waregem,2 - 6,Gent
250,19-03-2023,Gent,3 - 0,Eupen
251,01-04-2023,Seraing United,0 - 5,Gent
252,08-04-2023,Gent,1 - 1,Union St. Gilloise
253,16-04-2023,Mechelen,1 - 1,Gent
254,23-04-2023,Gent,1 - 2,Oostende
255,28-04-2023,Gent,3 - 1,KVC Westerlo
256,06-05-2023,Standard,1 - 2,Gent
257,13-05-2023,Cercle Brugge,0 - 4,Gent
258,20-05-2023,Gent,2 - 2,Cercle Brugge
259,27-05-2023,KVC Westerlo,1 - 3,Gent
260,03-06-2023,Gent,3 - 1,Standard
261,24-07-2022,KVC Westerlo,2 - 0,Cercle Brugge
262,30-07-2022,Oud-Heverlee Leuven,2 - 0,KVC Westerlo
263,07-08-2022,Gent,2 - 1,KVC Westerlo
264,13-08-2022,KVC Westerlo,4 - 2,Standard
265,21-08-2022,Mechelen,5 - 4,KVC Westerlo
266,28-08-2022,KVC Westerlo,0 - 1,Eupen
267,04-09-2022,Royal Antwerp,3 - 0,KVC Westerlo
268,11-09-2022,KVC Westerlo,2 - 1,Anderlecht
269,17-09-2022,Charleroi,2 - 3,KVC Westerlo
270,01-10-2022,KVC Westerlo,2 - 0,Zulte-Waregem
271,08-10-2022,Club Brugge,0 - 2,KVC Westerlo
272,14-10-2022,KVC Westerlo,2 - 2,Seraing United
273,18-10-2022,Genk,6 - 1,KVC Westerlo
274,22-10-2022,Kortrijk,0 - 2,KVC Westerlo
275,29-10-2022,KVC Westerlo,2 - 3,Sint-Truidense
276,06-11-2022,Union St. Gilloise,1 - 1,KVC Westerlo
277,12-11-2022,KVC Westerlo,6 - 0,Oostende
278,27-12-2022,KVC Westerlo,3 - 3,Royal Antwerp
279,07-01-2023,Cercle Brugge,0 - 1,KVC Westerlo
280,13-01-2023,KVC Westerlo,1 - 2,Oud-Heverlee Leuven
281,17-01-2023,KVC Westerlo,2 - 3,Genk
282,21-01-2023,Zulte-Waregem,1 - 1,KVC Westerlo
283,28-01-2023,KVC Westerlo,2 - 0,Mechelen
284,04-02-2023,Eupen,1 - 1,KVC Westerlo
285,11-02-2023,KVC Westerlo,3 - 3,Gent
286,19-02-2023,Sint-Truidense,0 - 1,KVC Westerlo
287,25-02-2023,KVC Westerlo,4 - 2,Union St. Gilloise
288,04-03-2023,Standard,2 - 0,KVC Westerlo
289,11-03-2023,KVC Westerlo,3 - 1,Kortrijk
290,18-03-2023,Oostende,1 - 2,KVC Westerlo
291,01-04-2023,KVC Westerlo,2 - 3,Charleroi
292,09-04-2023,Anderlecht,0 - 0,KVC Westerlo
293,15-04-2023,KVC Westerlo,0 - 0,Club Brugge
294,22-04-2023,Seraing United,1 - 1,KVC Westerlo
295,28-04-2023,Gent,3 - 1,KVC Westerlo
296,07-05-2023,KVC Westerlo,3 - 5,Cercle Brugge
297,13-05-2023,Standard,2 - 2,KVC Westerlo
298,20-05-2023,KVC Westerlo,3 - 0,Standard
299,27-05-2023,KVC Westerlo,1 - 3,Gent
300,03-06-2023,Cercle Brugge,2 - 0,KVC Westerlo
301,23-07-2022,Kortrijk,0 - 2,Oud-Heverlee Leuven
302,31-07-2022,Seraing United,0 - 1,Kortrijk
303,06-08-2022,Kortrijk,0 - 0,Sint-Truidense
304,13-08-2022,Union St. Gilloise,2 - 1,Kortrijk
305,21-08-2022,Club Brugge,2 - 1,Kortrijk
306,28-08-2022,Kortrijk,0 - 1,Standard
307,03-09-2022,Eupen,0 - 1,Kortrijk
308,10-09-2022,Kortrijk,1 - 4,Mechelen
309,18-09-2022,Anderlecht,4 - 1,Kortrijk
310,02-10-2022,Kortrijk,2 - 1,Royal Antwerp
311,08-10-2022,Genk,2 - 1,Kortrijk
312,15-10-2022,Kortrijk,1 - 3,Zulte-Waregem
313,18-10-2022,Charleroi,2 - 2,Kortrijk
314,22-10-2022,Kortrijk,0 - 2,KVC Westerlo
315,29-10-2022,Kortrijk,1 - 1,Cercle Brugge
316,06-11-2022,Oostende,3 - 1,Kortrijk
317,13-11-2022,Kortrijk,0 - 4,Gent
318,26-12-2022,Kortrijk,1 - 0,Genk
319,08-01-2023,Oud-Heverlee Leuven,2 - 3,Kortrijk
320,15-01-2023,Gent,2 - 1,Kortrijk
321,18-01-2023,Kortrijk,3 - 2,Seraing United
322,21-01-2023,Mechelen,3 - 2,Kortrijk
323,28-01-2023,Kortrijk,2 - 2,Oostende
324,04-02-2023,Sint-Truidense,1 - 0,Kortrijk
325,12-02-2023,Standard,0 - 2,Kortrijk
326,19-02-2023,Kortrijk,2 - 2,Anderlecht
327,24-02-2023,Zulte-Waregem,3 - 3,Kortrijk
328,04-03-2023,Kortrijk,0 - 1,Charleroi
329,11-03-2023,KVC Westerlo,3 - 1,Kortrijk
330,18-03-2023,Kortrijk,1 - 0,Club Brugge
331,01-04-2023,Cercle Brugge,2 - 0,Kortrijk
332,08-04-2023,Kortrijk,0 - 0,Eupen
333,16-04-2023,Royal Antwerp,1 - 0,Kortrijk
334,23-04-2023,Kortrijk,2 - 4,Union St. Gilloise
335,24-07-2022,Mechelen,0 - 2,Royal Antwerp
336,30-07-2022,Oostende,2 - 1,Mechelen
337,06-08-2022,Mechelen,3 - 0,Union St. Gilloise
338,13-08-2022,Cercle Brugge,0 - 0,Mechelen
339,21-08-2022,Mechelen,5 - 4,KVC Westerlo
340,27-08-2022,Sint-Truidense,3 - 1,Mechelen
341,03-09-2022,Mechelen,2 - 3,Seraing United
342,10-09-2022,Kortrijk,1 - 4,Mechelen
343,17-09-2022,Mechelen,0 - 0,Oud-Heverlee Leuven
344,01-10-2022,Club Brugge,3 - 0,Mechelen
345,09-10-2022,Mechelen,1 - 3,Anderlecht
346,16-10-2022,Gent,3 - 0,Mechelen
347,19-10-2022,Mechelen,2 - 0,Standard
348,22-10-2022,Mechelen,2 - 1,Eupen
349,28-10-2022,Genk,3 - 1,Mechelen
350,05-11-2022,Mechelen,2 - 2,Zulte-Waregem
351,23-12-2022,Mechelen,1 - 1,Cercle Brugge
352,08-01-2023,Zulte-Waregem,2 - 0,Mechelen
353,14-01-2023,Mechelen,2 - 1,Oostende
354,17-01-2023,Standard,2 - 0,Mechelen
355,21-01-2023,Mechelen,3 - 2,Kortrijk
356,28-01-2023,KVC Westerlo,2 - 0,Mechelen
357,05-02-2023,Mechelen,2 - 2,Charleroi
358,10-02-2023,Eupen,2 - 1,Mechelen
359,17-02-2023,Mechelen,2 - 2,Genk
360,25-02-2023,Seraing United,0 - 2,Mechelen
361,05-03-2023,Royal Antwerp,5 - 0,Mechelen
362,11-03-2023,Mechelen,1 - 0,Sint-Truidense
363,19-03-2023,Union St. Gilloise,2 - 1,Mechelen
364,02-04-2023,Mechelen,0 - 3,Club Brugge
365,08-04-2023,Oud-Heverlee Leuven,4 - 1,Mechelen
366,16-04-2023,Mechelen,1 - 1,Gent
367,23-04-2023,Anderlecht,2 - 3,Mechelen
368,24-07-2022,Anderlecht,2 - 0,Oostende
