,date,home_team,score,away_team
458,13-08-2022,Zbrojovka Brno,3 - 1,Mlada Boleslav
459,28-08-2022,Zbrojovka Brno,0 - 4,Slavia Praha
460,31-08-2022,Baník Ostrava,1 - 2,Zbrojovka Brno
461,04-09-2022,Zbrojovka Brno,1 - 2,Bohemians 1905
462,10-09-2022,Zlin,2 - 3,Zbrojovka Brno
463,17-09-2022,Zbrojovka Brno,2 - 2,Teplice
464,02-10-2022,FK Jablonec,3 - 1,Zbrojovka Brno
465,08-10-2022,Zbrojovka Brno,0 - 4,Sparta Praha
466,15-10-2022,Hradec Králové,2 - 1,Zbrojovka Brno
467,22-10-2022,Pardubice,1 - 3,Zbrojovka Brno
468,30-10-2022,Zbrojovka Brno,3 - 0,Slovan Liberec
469,05-11-2022,České Budějovice,3 - 2,Zbrojovka Brno
470,09-11-2022,Plzen,4 - 0,Zbrojovka Brno
471,13-11-2022,Zbrojovka Brno,2 - 3,Sigma Olomouc
472,29-01-2023,Mlada Boleslav,0 - 0,Zbrojovka Brno
473,05-02-2023,Zbrojovka Brno,1 - 3,Plzen
474,11-02-2023,Slavia Praha,2 - 0,Zbrojovka Brno
475,18-02-2023,Zbrojovka Brno,2 - 1,Baník Ostrava
476,25-02-2023,Bohemians 1905,1 - 1,Zbrojovka Brno
477,04-03-2023,Zbrojovka Brno,1 - 1,Zlin
478,12-03-2023,Teplice,1 - 1,Zbrojovka Brno
479,19-03-2023,Zbrojovka Brno,1 - 2,FK Jablonec
480,02-04-2023,Sparta Praha,3 - 1,Zbrojovka Brno
481,08-04-2023,Zbrojovka Brno,1 - 2,Hradec Králové
482,16-04-2023,Zbrojovka Brno,2 - 1,Pardubice
483,23-04-2023,Slovan Liberec,3 - 1,Zbrojovka Brno
484,26-04-2023,Zbrojovka Brno,1 - 1,České Budějovice
485,30-04-2023,Slovácko,1 - 0,Zbrojovka Brno
486,06-05-2023,Baník Ostrava,4 - 0,Zbrojovka Brno
487,14-05-2023,Zbrojovka Brno,0 - 2,Pardubice
488,21-05-2023,FK Jablonec,1 - 0,Zbrojovka Brno
489,24-05-2023,Teplice,1 - 1,Zbrojovka Brno
490,28-05-2023,Zbrojovka Brno,0 - 0,Zlin
491,30-07-2022,Zlin,0 - 0,Mlada Boleslav
492,07-08-2022,Slavia Praha,4 - 1,Zlin
493,13-08-2022,Baník Ostrava,3 - 1,Zlin
494,21-08-2022,Zlin,2 - 2,FK Jablonec
495,27-08-2022,Teplice,0 - 0,Zlin
496,30-08-2022,Zlin,2 - 1,Pardubice
497,03-09-2022,Sparta Praha,0 - 0,Zlin
498,10-09-2022,Zlin,2 - 3,Zbrojovka Brno
499,18-09-2022,Hradec Králové,0 - 0,Zlin
500,02-10-2022,Zlin,0 - 2,Slovácko
501,09-10-2022,České Budějovice,2 - 2,Zlin
502,16-10-2022,Zlin,2 - 1,Slovan Liberec
503,22-10-2022,Sigma Olomouc,2 - 1,Zlin
504,29-10-2022,Zlin,0 - 3,Plzen
505,05-11-2022,Bohemians 1905,3 - 2,Zlin
506,13-11-2022,Zlin,0 - 4,Slavia Praha
507,29-01-2023,Zlin,1 - 1,Baník Ostrava
508,04-02-2023,FK Jablonec,2 - 2,Zlin
509,11-02-2023,Zlin,2 - 1,Teplice
510,19-02-2023,Pardubice,2 - 1,Zlin
511,25-02-2023,Zlin,2 - 3,Sparta Praha
512,04-03-2023,Zbrojovka Brno,1 - 1,Zlin
513,11-03-2023,Zlin,2 - 2,Hradec Králové
514,19-03-2023,Slovácko,3 - 0,Zlin
515,01-04-2023,Zlin,5 - 1,České Budějovice
516,08-04-2023,Slovan Liberec,2 - 1,Zlin
517,15-04-2023,Zlin,0 - 1,Sigma Olomouc
518,23-04-2023,Plzen,4 - 0,Zlin
519,26-04-2023,Zlin,4 - 1,Bohemians 1905
520,30-04-2023,Mlada Boleslav,1 - 1,Zlin
521,06-05-2023,Zlin,1 - 1,FK Jablonec
522,14-05-2023,Teplice,2 - 1,Zlin
523,21-05-2023,Pardubice,1 - 2,Zlin
524,24-05-2023,Zlin,2 - 1,Baník Ostrava
525,28-05-2023,Zbrojovka Brno,0 - 0,Zlin
526,01-06-2023,Zlin,1 - 0,Vyškov
527,04-06-2023,Vyškov,0 - 0,Zlin
528,31-07-2022,Pardubice,0 - 2,České Budějovice
529,07-08-2022,České Budějovice,0 - 2,Sparta Praha
530,14-08-2022,České Budějovice,2 - 2,Slovácko
531,21-08-2022,Slovan Liberec,1 - 1,České Budějovice
532,27-08-2022,České Budějovice,0 - 1,Plzen
533,30-08-2022,Bohemians 1905,1 - 2,České Budějovice
534,03-09-2022,České Budějovice,0 - 2,Mlada Boleslav
535,11-09-2022,Slavia Praha,6 - 1,České Budějovice
536,17-09-2022,České Budějovice,0 - 3,Sigma Olomouc
537,01-10-2022,Baník Ostrava,1 - 2,České Budějovice
538,09-10-2022,České Budějovice,2 - 2,Zlin
539,15-10-2022,Teplice,0 - 2,České Budějovice
540,23-10-2022,České Budějovice,0 - 3,Hradec Králové
541,29-10-2022,FK Jablonec,3 - 0,České Budějovice
542,05-11-2022,České Budějovice,3 - 2,Zbrojovka Brno
543,12-11-2022,Sparta Praha,1 - 0,České Budějovice
544,28-01-2023,Slovácko,1 - 0,České Budějovice
545,05-02-2023,České Budějovice,0 - 2,Slovan Liberec
546,12-02-2023,Plzen,2 - 1,České Budějovice
547,19-02-2023,České Budějovice,1 - 0,Bohemians 1905
548,25-02-2023,Mlada Boleslav,2 - 2,České Budějovice
549,05-03-2023,České Budějovice,1 - 0,Slavia Praha
550,11-03-2023,Sigma Olomouc,3 - 0,České Budějovice
551,18-03-2023,České Budějovice,2 - 1,Baník Ostrava
552,01-04-2023,Zlin,5 - 1,České Budějovice
553,09-04-2023,České Budějovice,0 - 3,Teplice
554,16-04-2023,Hradec Králové,2 - 1,České Budějovice
555,23-04-2023,České Budějovice,5 - 1,FK Jablonec
556,26-04-2023,Zbrojovka Brno,1 - 1,České Budějovice
557,30-04-2023,České Budějovice,3 - 1,Pardubice
558,07-05-2023,České Budějovice,3 - 2,Slovan Liberec
559,13-05-2023,Slovan Liberec,4 - 0,České Budějovice
