,date,home_team,score,away_team
529,24-05-2023,Real Madrid,2 - 1,Vallecano
530,27-05-2023,Sevilla,1 - 2,Real Madrid
531,04-06-2023,Real Madrid,1 - 1,Ath Bilbao
532,12-08-2022,Osasuna,2 - 1,Sevilla
533,19-08-2022,Sevilla,1 - 1,Valladolid
534,27-08-2022,Almeria,2 - 1,Sevilla
535,03-09-2022,Sevilla,0 - 3,Barcelona
536,10-09-2022,Espanol,2 - 3,Sevilla
537,18-09-2022,Villarreal,1 - 1,Sevilla
538,01-10-2022,Sevilla,0 - 2,Ath Madrid
539,08-10-2022,Sevilla,1 - 1,Ath Bilbao
540,15-10-2022,Mallorca,0 - 1,Sevilla
541,18-10-2022,Sevilla,1 - 1,Valencia
542,22-10-2022,Real Madrid,3 - 1,Sevilla
543,29-10-2022,Sevilla,0 - 1,Vallecano
544,06-11-2022,Betis,1 - 1,Sevilla
545,09-11-2022,Sevilla,1 - 2,Sociedad
546,30-12-2022,Celta,1 - 1,Sevilla
547,08-01-2023,Sevilla,2 - 1,Getafe
548,14-01-2023,Girona,2 - 1,Sevilla
549,21-01-2023,Sevilla,1 - 0,Cadiz
550,28-01-2023,Sevilla,3 - 0,Elche
551,05-02-2023,Barcelona,3 - 0,Sevilla
552,11-02-2023,Sevilla,2 - 0,Mallorca
553,19-02-2023,Vallecano,1 - 1,Sevilla
554,26-02-2023,Sevilla,2 - 3,Osasuna
555,04-03-2023,Ath Madrid,6 - 1,Sevilla
556,12-03-2023,Sevilla,2 - 1,Almeria
557,19-03-2023,Getafe,2 - 0,Sevilla
558,01-04-2023,Cadiz,0 - 2,Sevilla
559,07-04-2023,Sevilla,2 - 2,Celta
560,16-04-2023,Valencia,0 - 2,Sevilla
561,23-04-2023,Sevilla,2 - 1,Villarreal
562,27-04-2023,Ath Bilbao,0 - 1,Sevilla
563,01-05-2023,Sevilla,0 - 2,Girona
564,04-05-2023,Sevilla,3 - 2,Espanol
565,14-05-2023,Valladolid,0 - 3,Sevilla
566,21-05-2023,Sevilla,0 - 0,Betis
567,24-05-2023,Elche,1 - 1,Sevilla
568,27-05-2023,Sevilla,1 - 2,Real Madrid
569,04-06-2023,Sociedad,2 - 1,Sevilla
570,14-08-2022,Cadiz,0 - 1,Sociedad
571,21-08-2022,Sociedad,1 - 4,Barcelona
572,27-08-2022,Elche,0 - 1,Sociedad
573,03-09-2022,Sociedad,1 - 1,Ath Madrid
574,11-09-2022,Getafe,2 - 1,Sociedad
575,18-09-2022,Sociedad,2 - 1,Espanol
576,02-10-2022,Girona,3 - 5,Sociedad
577,09-10-2022,Sociedad,1 - 0,Villarreal
578,16-10-2022,Celta,1 - 2,Sociedad
579,19-10-2022,Sociedad,1 - 0,Mallorca
580,22-10-2022,Valladolid,1 - 0,Sociedad
581,30-10-2022,Sociedad,0 - 2,Betis
582,06-11-2022,Sociedad,1 - 1,Valencia
583,09-11-2022,Sevilla,1 - 2,Sociedad
584,31-12-2022,Sociedad,2 - 0,Osasuna
585,08-01-2023,Almeria,0 - 2,Sociedad
586,14-01-2023,Sociedad,3 - 1,Ath Bilbao
587,21-01-2023,Vallecano,0 - 2,Sociedad
588,29-01-2023,Real Madrid,0 - 0,Sociedad
589,05-02-2023,Sociedad,0 - 1,Valladolid
590,13-02-2023,Espanol,2 - 3,Sociedad
591,18-02-2023,Sociedad,1 - 1,Celta
592,25-02-2023,Valencia,1 - 0,Sociedad
593,03-03-2023,Sociedad,0 - 0,Cadiz
594,12-03-2023,Mallorca,1 - 1,Sociedad
595,19-03-2023,Sociedad,2 - 0,Elche
596,02-04-2023,Villarreal,2 - 0,Sociedad
597,08-04-2023,Sociedad,2 - 0,Getafe
598,15-04-2023,Ath Bilbao,2 - 0,Sociedad
599,22-04-2023,Sociedad,2 - 1,Vallecano
600,25-04-2023,Betis,0 - 0,Sociedad
601,28-04-2023,Osasuna,0 - 2,Sociedad
602,02-05-2023,Sociedad,2 - 0,Real Madrid
603,13-05-2023,Sociedad,2 - 2,Girona
604,20-05-2023,Barcelona,1 - 2,Sociedad
605,23-05-2023,Sociedad,1 - 0,Almeria
606,28-05-2023,Ath Madrid,2 - 1,Sociedad
607,04-06-2023,Sociedad,2 - 1,Sevilla
608,14-08-2022,Valencia,1 - 0,Girona
609,21-08-2022,Ath Bilbao,1 - 0,Valencia
610,29-08-2022,Valencia,0 - 1,Ath Madrid
611,04-09-2022,Valencia,5 - 1,Getafe
612,10-09-2022,Vallecano,2 - 1,Valencia
613,17-09-2022,Valencia,3 - 0,Celta
614,02-10-2022,Espanol,2 - 2,Valencia
615,07-10-2022,Osasuna,1 - 2,Valencia
616,15-10-2022,Valencia,2 - 2,Elche
617,18-10-2022,Sevilla,1 - 1,Valencia
618,22-10-2022,Valencia,1 - 2,Mallorca
619,29-10-2022,Valencia,0 - 1,Barcelona
620,06-11-2022,Sociedad,1 - 1,Valencia
621,10-11-2022,Valencia,3 - 0,Betis
622,31-12-2022,Villarreal,2 - 1,Valencia
623,06-01-2023,Valencia,0 - 1,Cadiz
624,23-01-2023,Valencia,2 - 2,Almeria
625,29-01-2023,Valladolid,1 - 0,Valencia
626,02-02-2023,Real Madrid,2 - 0,Valencia
627,05-02-2023,Girona,1 - 0,Valencia
628,11-02-2023,Valencia,1 - 2,Ath Bilbao
629,20-02-2023,Getafe,1 - 0,Valencia
630,25-02-2023,Valencia,1 - 0,Sociedad
631,05-03-2023,Barcelona,1 - 0,Valencia
632,11-03-2023,Valencia,1 - 0,Osasuna
633,18-03-2023,Ath Madrid,3 - 0,Valencia
634,03-04-2023,Valencia,1 - 1,Vallecano
635,09-04-2023,Almeria,2 - 1,Valencia
636,16-04-2023,Valencia,0 - 2,Sevilla
637,23-04-2023,Elche,0 - 2,Valencia
638,27-04-2023,Valencia,2 - 1,Valladolid
639,30-04-2023,Cadiz,2 - 1,Valencia
640,03-05-2023,Valencia,1 - 1,Villarreal
641,14-05-2023,Celta,1 - 2,Valencia
642,21-05-2023,Valencia,1 - 0,Real Madrid
643,25-05-2023,Mallorca,1 - 0,Valencia
644,28-05-2023,Valencia,2 - 2,Espanol
645,04-06-2023,Betis,1 - 1,Valencia
646,13-08-2022,Valladolid,0 - 3,Villarreal
647,19-08-2022,Sevilla,1 - 1,Valladolid
648,28-08-2022,Barcelona,4 - 0,Valladolid
649,05-09-2022,Valladolid,1 - 0,Almeria
650,09-09-2022,Girona,2 - 1,Valladolid
651,16-09-2022,Valladolid,0 - 1,Cadiz
652,01-10-2022,Getafe,2 - 3,Valladolid
653,09-10-2022,Valladolid,0 - 0,Betis
654,16-10-2022,Espanol,1 - 0,Valladolid
655,19-10-2022,Valladolid,4 - 1,Celta
656,22-10-2022,Valladolid,1 - 0,Sociedad
657,30-10-2022,Osasuna,2 - 0,Valladolid
658,05-11-2022,Valladolid,2 - 1,Elche
659,08-11-2022,Ath Bilbao,3 - 0,Valladolid
660,30-12-2022,Valladolid,0 - 2,Real Madrid
661,07-01-2023,Mallorca,1 - 0,Valladolid
662,14-01-2023,Valladolid,0 - 1,Vallecano
663,21-01-2023,Ath Madrid,3 - 0,Valladolid
664,29-01-2023,Valladolid,1 - 0,Valencia
665,05-02-2023,Sociedad,0 - 1,Valladolid
666,12-02-2023,Valladolid,0 - 0,Osasuna
667,18-02-2023,Betis,2 - 1,Valladolid
668,26-02-2023,Celta,3 - 0,Valladolid
669,05-03-2023,Valladolid,2 - 1,Espanol
670,11-03-2023,Elche,1 - 1,Valladolid
671,17-03-2023,Valladolid,1 - 3,Ath Bilbao
672,02-04-2023,Real Madrid,6 - 0,Valladolid
673,09-04-2023,Valladolid,3 - 3,Mallorca
674,15-04-2023,Villarreal,1 - 2,Valladolid
675,22-04-2023,Valladolid,1 - 0,Girona
676,27-04-2023,Valencia,2 - 1,Valladolid
677,30-04-2023,Valladolid,2 - 5,Ath Madrid
678,04-05-2023,Vallecano,2 - 1,Valladolid
679,14-05-2023,Valladolid,0 - 3,Sevilla
680,19-05-2023,Cadiz,2 - 0,Valladolid
681,23-05-2023,Valladolid,3 - 1,Barcelona
682,28-05-2023,Almeria,0 - 0,Valladolid
683,04-06-2023,Valladolid,0 - 0,Getafe
684,13-08-2022,Barcelona,0 - 0,Vallecano
685,19-08-2022,Espanol,0 - 2,Vallecano
686,27-08-2022,Vallecano,0 - 2,Mallorca
687,04-09-2022,Osasuna,2 - 1,Vallecano
688,10-09-2022,Vallecano,2 - 1,Valencia
689,17-09-2022,Ath Bilbao,3 - 2,Vallecano
690,03-10-2022,Vallecano,2 - 1,Elche
691,08-10-2022,Almeria,3 - 1,Vallecano
692,14-10-2022,Vallecano,0 - 0,Getafe
693,18-10-2022,Ath Madrid,1 - 1,Vallecano
694,22-10-2022,Vallecano,5 - 1,Cadiz
695,29-10-2022,Sevilla,0 - 1,Vallecano
696,07-11-2022,Vallecano,3 - 2,Real Madrid
697,10-11-2022,Vallecano,0 - 0,Celta
698,29-12-2022,Girona,2 - 2,Vallecano
699,08-01-2023,Vallecano,1 - 2,Betis
700,14-01-2023,Valladolid,0 - 1,Vallecano
701,21-01-2023,Vallecano,0 - 2,Sociedad
702,30-01-2023,Villarreal,0 - 1,Vallecano
703,06-02-2023,Vallecano,2 - 0,Almeria
704,12-02-2023,Getafe,1 - 1,Vallecano
705,19-02-2023,Vallecano,1 - 1,Sevilla
706,25-02-2023,Cadiz,1 - 0,Vallecano
707,05-03-2023,Vallecano,0 - 0,Ath Bilbao
708,11-03-2023,Celta,3 - 0,Vallecano
709,18-03-2023,Vallecano,2 - 2,Girona
710,03-04-2023,Valencia,1 - 1,Vallecano
711,09-04-2023,Vallecano,1 - 2,Ath Madrid
712,14-04-2023,Vallecano,2 - 1,Osasuna
713,22-04-2023,Sociedad,2 - 1,Vallecano
714,26-04-2023,Vallecano,2 - 1,Barcelona
715,29-04-2023,Elche,4 - 0,Vallecano
716,04-05-2023,Vallecano,2 - 1,Valladolid
717,15-05-2023,Betis,3 - 1,Vallecano
718,21-05-2023,Vallecano,1 - 2,Espanol
719,24-05-2023,Real Madrid,2 - 1,Vallecano
720,28-05-2023,Vallecano,2 - 1,Villarreal
721,04-06-2023,Mallorca,3 - 0,Vallecano
722,13-08-2022,Valladolid,0 - 3,Villarreal
723,21-08-2022,Ath Madrid,0 - 2,Villarreal
724,28-08-2022,Getafe,0 - 0,Villarreal
725,04-09-2022,Villarreal,4 - 0,Elche
726,11-09-2022,Betis,1 - 0,Villarreal
727,18-09-2022,Villarreal,1 - 1,Sevilla
728,01-10-2022,Cadiz,0 - 0,Villarreal
729,09-10-2022,Sociedad,1 - 0,Villarreal
730,17-10-2022,Villarreal,2 - 0,Osasuna
731,20-10-2022,Barcelona,3 - 0,Villarreal
732,23-10-2022,Villarreal,2 - 1,Almeria
733,30-10-2022,Ath Bilbao,1 - 0,Villarreal
734,06-11-2022,Villarreal,0 - 2,Mallorca
735,09-11-2022,Espanol,0 - 1,Villarreal
736,31-12-2022,Villarreal,2 - 1,Valencia
737,07-01-2023,Villarreal,2 - 1,Real Madrid
738,13-01-2023,Celta,1 - 1,Villarreal
739,22-01-2023,Villarreal,1 - 0,Girona
740,30-01-2023,Villarreal,0 - 1,Vallecano
741,04-02-2023,Elche,3 - 1,Villarreal
742,12-02-2023,Villarreal,0 - 1,Barcelona
743,18-02-2023,Mallorca,4 - 2,Villarreal
744,27-02-2023,Villarreal,2 - 1,Getafe
745,04-03-2023,Almeria,0 - 2,Villarreal
746,12-03-2023,Villarreal,1 - 1,Betis
747,19-03-2023,Osasuna,0 - 3,Villarreal
748,02-04-2023,Villarreal,2 - 0,Sociedad
749,08-04-2023,Real Madrid,2 - 3,Villarreal
750,15-04-2023,Villarreal,1 - 2,Valladolid
751,23-04-2023,Sevilla,2 - 1,Villarreal
752,27-04-2023,Villarreal,4 - 2,Espanol
753,30-04-2023,Villarreal,3 - 1,Celta
754,03-05-2023,Valencia,1 - 1,Villarreal
755,13-05-2023,Villarreal,5 - 1,Ath Bilbao
756,20-05-2023,Girona,1 - 2,Villarreal
757,24-05-2023,Villarreal,2 - 0,Cadiz
758,28-05-2023,Vallecano,2 - 1,Villarreal
759,04-06-2023,Villarreal,2 - 2,Ath Madrid
