,date,home_team,score,away_team
123,15-10-2022,Empoli,1 - 0,Monza
124,21-10-2022,Juventus,4 - 0,Empoli
125,30-10-2022,Empoli,0 - 2,Atalanta
126,05-11-2022,Empoli,1 - 0,Sassuolo
127,08-11-2022,Napoli,2 - 0,Empoli
128,11-11-2022,Empoli,2 - 0,Cremonese
129,04-01-2023,Udinese,1 - 1,Empoli
130,08-01-2023,Lazio,2 - 2,Empoli
131,16-01-2023,Empoli,1 - 0,Sampdoria
132,23-01-2023,Inter,0 - 1,Empoli
133,28-01-2023,Empoli,2 - 2,Torino
134,04-02-2023,Roma,2 - 0,Empoli
135,11-02-2023,Empoli,2 - 2,Spezia
136,19-02-2023,Fiorentina,1 - 1,Empoli
137,25-02-2023,Empoli,0 - 2,Napoli
138,04-03-2023,Monza,2 - 1,Empoli
139,11-03-2023,Empoli,0 - 1,Udinese
140,17-03-2023,Atalanta,2 - 1,Empoli
141,03-04-2023,Empoli,1 - 0,Lecce
142,07-04-2023,Milan,0 - 0,Empoli
143,14-04-2023,Cremonese,1 - 0,Empoli
144,23-04-2023,Empoli,0 - 3,Inter
145,30-04-2023,Sassuolo,2 - 1,Empoli
146,04-05-2023,Empoli,3 - 1,Bologna
147,08-05-2023,Empoli,2 - 1,Salernitana
148,15-05-2023,Sampdoria,1 - 1,Empoli
149,22-05-2023,Empoli,4 - 1,Juventus
150,28-05-2023,Verona,1 - 1,Empoli
151,03-06-2023,Empoli,0 - 2,Lazio
152,14-08-2022,Fiorentina,3 - 2,Cremonese
153,21-08-2022,Empoli,0 - 0,Fiorentina
154,28-08-2022,Fiorentina,0 - 0,Napoli
155,31-08-2022,Udinese,1 - 0,Fiorentina
156,03-09-2022,Fiorentina,1 - 1,Juventus
157,11-09-2022,Bologna,2 - 1,Fiorentina
158,18-09-2022,Fiorentina,2 - 0,Verona
159,02-10-2022,Atalanta,1 - 0,Fiorentina
160,10-10-2022,Fiorentina,0 - 4,Lazio
161,17-10-2022,Lecce,1 - 1,Fiorentina
162,22-10-2022,Fiorentina,3 - 4,Inter
163,30-10-2022,Spezia,1 - 2,Fiorentina
164,06-11-2022,Sampdoria,0 - 2,Fiorentina
165,09-11-2022,Fiorentina,2 - 1,Salernitana
166,13-11-2022,Milan,2 - 1,Fiorentina
167,04-01-2023,Fiorentina,1 - 1,Monza
168,07-01-2023,Fiorentina,2 - 1,Sassuolo
169,15-01-2023,Roma,2 - 0,Fiorentina
170,21-01-2023,Fiorentina,0 - 1,Torino
171,29-01-2023,Lazio,1 - 1,Fiorentina
172,05-02-2023,Fiorentina,1 - 2,Bologna
173,12-02-2023,Juventus,1 - 0,Fiorentina
174,19-02-2023,Fiorentina,1 - 1,Empoli
175,27-02-2023,Verona,0 - 3,Fiorentina
176,04-03-2023,Fiorentina,2 - 1,Milan
177,12-03-2023,Cremonese,0 - 2,Fiorentina
178,19-03-2023,Fiorentina,1 - 0,Lecce
179,01-04-2023,Inter,0 - 1,Fiorentina
180,08-04-2023,Fiorentina,1 - 1,Spezia
181,17-04-2023,Fiorentina,1 - 1,Atalanta
182,23-04-2023,Monza,3 - 2,Fiorentina
183,30-04-2023,Fiorentina,5 - 0,Sampdoria
184,03-05-2023,Salernitana,3 - 3,Fiorentina
185,07-05-2023,Napoli,1 - 0,Fiorentina
186,14-05-2023,Fiorentina,2 - 0,Udinese
187,21-05-2023,Torino,1 - 1,Fiorentina
188,27-05-2023,Fiorentina,2 - 1,Roma
189,02-06-2023,Sassuolo,1 - 3,Fiorentina
190,13-08-2022,Lecce,1 - 2,Inter
191,20-08-2022,Inter,3 - 0,Spezia
192,26-08-2022,Lazio,3 - 1,Inter
193,30-08-2022,Inter,3 - 1,Cremonese
194,03-09-2022,Milan,3 - 2,Inter
195,10-09-2022,Inter,1 - 0,Torino
196,18-09-2022,Udinese,3 - 1,Inter
197,01-10-2022,Inter,1 - 2,Roma
198,08-10-2022,Sassuolo,1 - 2,Inter
199,16-10-2022,Inter,2 - 0,Salernitana
200,22-10-2022,Fiorentina,3 - 4,Inter
201,29-10-2022,Inter,3 - 0,Sampdoria
202,06-11-2022,Juventus,2 - 0,Inter
203,09-11-2022,Inter,6 - 1,Bologna
204,13-11-2022,Atalanta,2 - 3,Inter
205,04-01-2023,Inter,1 - 0,Napoli
206,07-01-2023,Monza,2 - 2,Inter
207,14-01-2023,Inter,1 - 0,Verona
208,23-01-2023,Inter,0 - 1,Empoli
209,28-01-2023,Cremonese,1 - 2,Inter
210,05-02-2023,Inter,1 - 0,Milan
211,13-02-2023,Sampdoria,0 - 0,Inter
212,18-02-2023,Inter,3 - 1,Udinese
213,26-02-2023,Bologna,1 - 0,Inter
214,05-03-2023,Inter,2 - 0,Lecce
215,10-03-2023,Spezia,2 - 1,Inter
216,19-03-2023,Inter,0 - 1,Juventus
217,01-04-2023,Inter,0 - 1,Fiorentina
218,07-04-2023,Salernitana,1 - 1,Inter
219,15-04-2023,Inter,0 - 1,Monza
220,23-04-2023,Empoli,0 - 3,Inter
221,30-04-2023,Inter,3 - 1,Lazio
222,03-05-2023,Verona,0 - 6,Inter
223,06-05-2023,Roma,0 - 2,Inter
224,13-05-2023,Inter,4 - 2,Sassuolo
225,21-05-2023,Napoli,3 - 1,Inter
226,27-05-2023,Inter,3 - 2,Atalanta
227,03-06-2023,Torino,0 - 1,Inter
228,15-08-2022,Juventus,3 - 0,Sassuolo
229,22-08-2022,Sampdoria,0 - 0,Juventus
230,27-08-2022,Juventus,1 - 1,Roma
231,31-08-2022,Juventus,2 - 0,Spezia
232,03-09-2022,Fiorentina,1 - 1,Juventus
233,11-09-2022,Juventus,2 - 2,Salernitana
234,18-09-2022,Monza,1 - 0,Juventus
235,02-10-2022,Juventus,3 - 0,Bologna
236,08-10-2022,Milan,2 - 0,Juventus
237,15-10-2022,Torino,0 - 1,Juventus
238,21-10-2022,Juventus,4 - 0,Empoli
239,29-10-2022,Lecce,0 - 1,Juventus
240,06-11-2022,Juventus,2 - 0,Inter
241,10-11-2022,Verona,0 - 1,Juventus
242,13-11-2022,Juventus,3 - 0,Lazio
243,04-01-2023,Cremonese,0 - 1,Juventus
244,07-01-2023,Juventus,1 - 0,Udinese
245,13-01-2023,Napoli,5 - 1,Juventus
246,22-01-2023,Juventus,3 - 3,Atalanta
247,29-01-2023,Juventus,0 - 2,Monza
248,07-02-2023,Salernitana,0 - 3,Juventus
249,12-02-2023,Juventus,1 - 0,Fiorentina
250,19-02-2023,Spezia,0 - 2,Juventus
251,28-02-2023,Juventus,4 - 2,Torino
252,05-03-2023,Roma,1 - 0,Juventus
253,12-03-2023,Juventus,4 - 2,Sampdoria
254,19-03-2023,Inter,0 - 1,Juventus
255,01-04-2023,Juventus,1 - 0,Verona
256,08-04-2023,Lazio,2 - 1,Juventus
257,16-04-2023,Sassuolo,1 - 0,Juventus
258,23-04-2023,Juventus,0 - 1,Napoli
259,30-04-2023,Bologna,1 - 1,Juventus
260,03-05-2023,Juventus,2 - 1,Lecce
261,07-05-2023,Atalanta,0 - 2,Juventus
262,14-05-2023,Juventus,2 - 0,Cremonese
263,22-05-2023,Empoli,4 - 1,Juventus
264,28-05-2023,Juventus,0 - 1,Milan
265,04-06-2023,Udinese,0 - 1,Juventus
266,14-08-2022,Lazio,2 - 1,Bologna
267,20-08-2022,Torino,0 - 0,Lazio
268,26-08-2022,Lazio,3 - 1,Inter
269,31-08-2022,Sampdoria,1 - 1,Lazio
270,03-09-2022,Lazio,1 - 2,Napoli
271,11-09-2022,Lazio,2 - 0,Verona
272,18-09-2022,Cremonese,0 - 4,Lazio
273,02-10-2022,Lazio,4 - 0,Spezia
274,10-10-2022,Fiorentina,0 - 4,Lazio
275,16-10-2022,Lazio,0 - 0,Udinese
276,23-10-2022,Atalanta,0 - 2,Lazio
277,30-10-2022,Lazio,1 - 3,Salernitana
278,06-11-2022,Roma,0 - 1,Lazio
279,10-11-2022,Lazio,1 - 0,Monza
280,13-11-2022,Juventus,3 - 0,Lazio
281,04-01-2023,Lecce,2 - 1,Lazio
282,08-01-2023,Lazio,2 - 2,Empoli
283,15-01-2023,Sassuolo,0 - 2,Lazio
284,24-01-2023,Lazio,4 - 0,Milan
285,29-01-2023,Lazio,1 - 1,Fiorentina
286,06-02-2023,Verona,1 - 1,Lazio
287,11-02-2023,Lazio,0 - 2,Atalanta
288,19-02-2023,Salernitana,0 - 2,Lazio
289,27-02-2023,Lazio,1 - 0,Sampdoria
290,03-03-2023,Napoli,0 - 1,Lazio
291,11-03-2023,Bologna,0 - 0,Lazio
