,date,home_team,score,away_team
532,06-08-2022,Newcastle,2 - 0,Nott'm Forest
533,13-08-2022,Brighton,0 - 0,Newcastle
534,21-08-2022,Newcastle,3 - 3,Man City
535,28-08-2022,Wolves,1 - 1,Newcastle
536,31-08-2022,Liverpool,2 - 1,Newcastle
537,03-09-2022,Newcastle,0 - 0,Crystal Palace
538,17-09-2022,Newcastle,1 - 1,Bournemouth
539,01-10-2022,Fulham,1 - 4,Newcastle
540,08-10-2022,Newcastle,5 - 1,Brentford
541,16-10-2022,Man United,0 - 0,Newcastle
542,19-10-2022,Newcastle,1 - 0,Everton
543,23-10-2022,Tottenham,1 - 2,Newcastle
544,29-10-2022,Newcastle,4 - 0,Aston Villa
545,06-11-2022,Southampton,1 - 4,Newcastle
546,12-11-2022,Newcastle,1 - 0,Chelsea
547,26-12-2022,Leicester,0 - 3,Newcastle
548,31-12-2022,Newcastle,0 - 0,Leeds
549,03-01-2023,Arsenal,0 - 0,Newcastle
550,15-01-2023,Newcastle,1 - 0,Fulham
551,21-01-2023,Crystal Palace,0 - 0,Newcastle
552,04-02-2023,Newcastle,1 - 1,West Ham
553,11-02-2023,Bournemouth,1 - 1,Newcastle
554,18-02-2023,Newcastle,0 - 2,Liverpool
555,04-03-2023,Man City,2 - 0,Newcastle
556,12-03-2023,Newcastle,2 - 1,Wolves
557,17-03-2023,Nott'm Forest,1 - 2,Newcastle
558,02-04-2023,Newcastle,2 - 0,Man United
559,05-04-2023,West Ham,1 - 5,Newcastle
560,08-04-2023,Brentford,1 - 2,Newcastle
561,15-04-2023,Aston Villa,3 - 0,Newcastle
562,23-04-2023,Newcastle,6 - 1,Tottenham
563,27-04-2023,Everton,1 - 4,Newcastle
564,30-04-2023,Newcastle,3 - 1,Southampton
565,07-05-2023,Newcastle,0 - 2,Arsenal
566,13-05-2023,Leeds,2 - 2,Newcastle
567,18-05-2023,Newcastle,4 - 1,Brighton
568,22-05-2023,Newcastle,0 - 0,Leicester
569,28-05-2023,Chelsea,1 - 1,Newcastle
570,06-08-2022,Newcastle,2 - 0,Nott'm Forest
571,14-08-2022,Nott'm Forest,1 - 0,West Ham
572,20-08-2022,Everton,1 - 1,Nott'm Forest
573,28-08-2022,Nott'm Forest,0 - 2,Tottenham
574,31-08-2022,Man City,6 - 0,Nott'm Forest
575,03-09-2022,Nott'm Forest,2 - 3,Bournemouth
576,16-09-2022,Nott'm Forest,2 - 3,Fulham
577,03-10-2022,Leicester,4 - 0,Nott'm Forest
578,10-10-2022,Nott'm Forest,1 - 1,Aston Villa
579,15-10-2022,Wolves,1 - 0,Nott'm Forest
580,18-10-2022,Brighton,0 - 0,Nott'm Forest
581,22-10-2022,Nott'm Forest,1 - 0,Liverpool
582,30-10-2022,Arsenal,5 - 0,Nott'm Forest
583,05-11-2022,Nott'm Forest,2 - 2,Brentford
584,12-11-2022,Nott'm Forest,1 - 0,Crystal Palace
585,27-12-2022,Man United,3 - 0,Nott'm Forest
586,01-01-2023,Nott'm Forest,1 - 1,Chelsea
587,04-01-2023,Southampton,0 - 1,Nott'm Forest
588,14-01-2023,Nott'm Forest,2 - 0,Leicester
589,21-01-2023,Bournemouth,1 - 1,Nott'm Forest
590,05-02-2023,Nott'm Forest,1 - 0,Leeds
591,11-02-2023,Fulham,2 - 0,Nott'm Forest
592,18-02-2023,Nott'm Forest,1 - 1,Man City
593,25-02-2023,West Ham,4 - 0,Nott'm Forest
594,05-03-2023,Nott'm Forest,2 - 2,Everton
595,11-03-2023,Tottenham,3 - 1,Nott'm Forest
596,17-03-2023,Nott'm Forest,1 - 2,Newcastle
597,01-04-2023,Nott'm Forest,1 - 1,Wolves
598,04-04-2023,Leeds,2 - 1,Nott'm Forest
599,08-04-2023,Aston Villa,2 - 0,Nott'm Forest
600,16-04-2023,Nott'm Forest,0 - 2,Man United
601,22-04-2023,Liverpool,3 - 2,Nott'm Forest
602,26-04-2023,Nott'm Forest,3 - 1,Brighton
603,29-04-2023,Brentford,2 - 1,Nott'm Forest
604,08-05-2023,Nott'm Forest,4 - 3,Southampton
605,13-05-2023,Chelsea,2 - 2,Nott'm Forest
606,20-05-2023,Nott'm Forest,1 - 0,Arsenal
607,28-05-2023,Crystal Palace,1 - 1,Nott'm Forest
608,06-08-2022,Tottenham,4 - 1,Southampton
609,13-08-2022,Southampton,2 - 2,Leeds
610,20-08-2022,Leicester,1 - 2,Southampton
611,27-08-2022,Southampton,0 - 1,Man United
612,30-08-2022,Southampton,2 - 1,Chelsea
613,03-09-2022,Wolves,1 - 0,Southampton
614,16-09-2022,Aston Villa,1 - 0,Southampton
615,01-10-2022,Southampton,1 - 2,Everton
616,08-10-2022,Man City,4 - 0,Southampton
617,16-10-2022,Southampton,1 - 1,West Ham
618,19-10-2022,Bournemouth,0 - 1,Southampton
619,23-10-2022,Southampton,1 - 1,Arsenal
620,29-10-2022,Crystal Palace,1 - 0,Southampton
621,06-11-2022,Southampton,1 - 4,Newcastle
622,12-11-2022,Liverpool,3 - 1,Southampton
623,26-12-2022,Southampton,1 - 3,Brighton
624,31-12-2022,Fulham,2 - 1,Southampton
625,04-01-2023,Southampton,0 - 1,Nott'm Forest
626,14-01-2023,Everton,1 - 2,Southampton
627,21-01-2023,Southampton,0 - 1,Aston Villa
628,04-02-2023,Brentford,3 - 0,Southampton
629,11-02-2023,Southampton,1 - 2,Wolves
630,18-02-2023,Chelsea,0 - 1,Southampton
631,25-02-2023,Leeds,1 - 0,Southampton
632,04-03-2023,Southampton,1 - 0,Leicester
633,12-03-2023,Man United,0 - 0,Southampton
634,15-03-2023,Southampton,0 - 2,Brentford
635,18-03-2023,Southampton,3 - 3,Tottenham
636,02-04-2023,West Ham,1 - 0,Southampton
637,08-04-2023,Southampton,1 - 4,Man City
638,15-04-2023,Southampton,0 - 2,Crystal Palace
639,21-04-2023,Arsenal,3 - 3,Southampton
640,27-04-2023,Southampton,0 - 1,Bournemouth
641,30-04-2023,Newcastle,3 - 1,Southampton
642,08-05-2023,Nott'm Forest,4 - 3,Southampton
643,13-05-2023,Southampton,0 - 2,Fulham
644,21-05-2023,Brighton,3 - 1,Southampton
645,28-05-2023,Southampton,4 - 4,Liverpool
646,06-08-2022,Tottenham,4 - 1,Southampton
647,14-08-2022,Chelsea,2 - 2,Tottenham
648,20-08-2022,Tottenham,1 - 0,Wolves
649,28-08-2022,Nott'm Forest,0 - 2,Tottenham
650,31-08-2022,West Ham,1 - 1,Tottenham
651,03-09-2022,Tottenham,2 - 1,Fulham
652,17-09-2022,Tottenham,6 - 2,Leicester
653,01-10-2022,Arsenal,3 - 1,Tottenham
654,08-10-2022,Brighton,0 - 1,Tottenham
655,15-10-2022,Tottenham,2 - 0,Everton
656,19-10-2022,Man United,2 - 0,Tottenham
657,23-10-2022,Tottenham,1 - 2,Newcastle
658,29-10-2022,Bournemouth,2 - 3,Tottenham
659,06-11-2022,Tottenham,1 - 2,Liverpool
660,12-11-2022,Tottenham,4 - 3,Leeds
661,26-12-2022,Brentford,2 - 2,Tottenham
662,01-01-2023,Tottenham,0 - 2,Aston Villa
663,04-01-2023,Crystal Palace,0 - 4,Tottenham
664,15-01-2023,Tottenham,0 - 2,Arsenal
665,19-01-2023,Man City,4 - 2,Tottenham
666,23-01-2023,Fulham,0 - 1,Tottenham
667,05-02-2023,Tottenham,1 - 0,Man City
668,11-02-2023,Leicester,4 - 1,Tottenham
669,19-02-2023,Tottenham,2 - 0,West Ham
670,26-02-2023,Tottenham,2 - 0,Chelsea
671,04-03-2023,Wolves,1 - 0,Tottenham
672,11-03-2023,Tottenham,3 - 1,Nott'm Forest
673,18-03-2023,Southampton,3 - 3,Tottenham
674,03-04-2023,Everton,1 - 1,Tottenham
675,08-04-2023,Tottenham,2 - 1,Brighton
676,15-04-2023,Tottenham,2 - 3,Bournemouth
677,23-04-2023,Newcastle,6 - 1,Tottenham
678,27-04-2023,Tottenham,2 - 2,Man United
679,30-04-2023,Liverpool,4 - 3,Tottenham
680,06-05-2023,Tottenham,1 - 0,Crystal Palace
681,13-05-2023,Aston Villa,2 - 1,Tottenham
682,20-05-2023,Tottenham,1 - 3,Brentford
683,28-05-2023,Leeds,1 - 4,Tottenham
684,07-08-2022,West Ham,0 - 2,Man City
685,14-08-2022,Nott'm Forest,1 - 0,West Ham
686,21-08-2022,West Ham,0 - 2,Brighton
687,28-08-2022,Aston Villa,0 - 1,West Ham
688,31-08-2022,West Ham,1 - 1,Tottenham
689,03-09-2022,Chelsea,2 - 1,West Ham
690,18-09-2022,Everton,1 - 0,West Ham
691,01-10-2022,West Ham,2 - 0,Wolves
692,09-10-2022,West Ham,3 - 1,Fulham
693,16-10-2022,Southampton,1 - 1,West Ham
694,19-10-2022,Liverpool,1 - 0,West Ham
695,24-10-2022,West Ham,2 - 0,Bournemouth
696,30-10-2022,Man United,1 - 0,West Ham
697,06-11-2022,West Ham,1 - 2,Crystal Palace
698,12-11-2022,West Ham,0 - 2,Leicester
699,26-12-2022,Arsenal,3 - 1,West Ham
700,30-12-2022,West Ham,0 - 2,Brentford
701,04-01-2023,Leeds,2 - 2,West Ham
702,14-01-2023,Wolves,1 - 0,West Ham
703,21-01-2023,West Ham,2 - 0,Everton
704,04-02-2023,Newcastle,1 - 1,West Ham
705,11-02-2023,West Ham,1 - 1,Chelsea
706,19-02-2023,Tottenham,2 - 0,West Ham
707,25-02-2023,West Ham,4 - 0,Nott'm Forest
708,04-03-2023,Brighton,4 - 0,West Ham
709,12-03-2023,West Ham,1 - 1,Aston Villa
710,02-04-2023,West Ham,1 - 0,Southampton
711,05-04-2023,West Ham,1 - 5,Newcastle
712,08-04-2023,Fulham,0 - 1,West Ham
713,16-04-2023,West Ham,2 - 2,Arsenal
714,23-04-2023,Bournemouth,0 - 4,West Ham
715,26-04-2023,West Ham,1 - 2,Liverpool
716,29-04-2023,Crystal Palace,4 - 3,West Ham
717,03-05-2023,Man City,3 - 0,West Ham
718,07-05-2023,West Ham,1 - 0,Man United
719,14-05-2023,Brentford,2 - 0,West Ham
720,21-05-2023,West Ham,3 - 1,Leeds
721,28-05-2023,Leicester,2 - 1,West Ham
722,06-08-2022,Leeds,2 - 1,Wolves
723,13-08-2022,Wolves,0 - 0,Fulham
724,20-08-2022,Tottenham,1 - 0,Wolves
725,28-08-2022,Wolves,1 - 1,Newcastle
726,31-08-2022,Bournemouth,0 - 0,Wolves
727,03-09-2022,Wolves,1 - 0,Southampton
728,17-09-2022,Wolves,0 - 3,Man City
729,01-10-2022,West Ham,2 - 0,Wolves
730,08-10-2022,Chelsea,3 - 0,Wolves
731,15-10-2022,Wolves,1 - 0,Nott'm Forest
732,18-10-2022,Crystal Palace,2 - 1,Wolves
733,23-10-2022,Wolves,0 - 4,Leicester
734,29-10-2022,Brentford,1 - 1,Wolves
735,05-11-2022,Wolves,2 - 3,Brighton
736,12-11-2022,Wolves,0 - 2,Arsenal
737,26-12-2022,Everton,1 - 2,Wolves
738,31-12-2022,Wolves,0 - 1,Man United
739,04-01-2023,Aston Villa,1 - 1,Wolves
740,14-01-2023,Wolves,1 - 0,West Ham
741,22-01-2023,Man City,3 - 0,Wolves
742,04-02-2023,Wolves,3 - 0,Liverpool
743,11-02-2023,Southampton,1 - 2,Wolves
744,18-02-2023,Wolves,0 - 1,Bournemouth
745,24-02-2023,Fulham,1 - 1,Wolves
746,01-03-2023,Liverpool,2 - 0,Wolves
747,04-03-2023,Wolves,1 - 0,Tottenham
748,12-03-2023,Newcastle,2 - 1,Wolves
749,18-03-2023,Wolves,2 - 4,Leeds
750,01-04-2023,Nott'm Forest,1 - 1,Wolves
751,08-04-2023,Wolves,1 - 0,Chelsea
752,15-04-2023,Wolves,2 - 0,Brentford
753,22-04-2023,Leicester,2 - 1,Wolves
754,25-04-2023,Wolves,2 - 0,Crystal Palace
755,29-04-2023,Brighton,6 - 0,Wolves
756,06-05-2023,Wolves,1 - 0,Aston Villa
757,13-05-2023,Man United,2 - 0,Wolves
758,20-05-2023,Wolves,1 - 1,Everton
759,28-05-2023,Arsenal,5 - 0,Wolves
