,date,home_team,score,away_team
493,14-01-2023,Rio Ave,0 - 1,Pacos Ferreira
494,22-01-2023,FC Famalicão,0 - 0,Rio Ave
495,29-01-2023,Vizela,3 - 1,Rio Ave
496,06-02-2023,Rio Ave,0 - 1,Sp Lisbon
497,13-02-2023,Rio Ave,2 - 0,Estoril
498,18-02-2023,Porto,1 - 0,Rio Ave
499,26-02-2023,Rio Ave,1 - 0,Chaves
500,05-03-2023,Sp Braga,2 - 0,Rio Ave
501,12-03-2023,Rio Ave,2 - 1,Gil Vicente
502,17-03-2023,CD Santa Clara,0 - 2,Rio Ave
503,02-04-2023,Rio Ave,0 - 1,Benfica
504,08-04-2023,Portimonense SC,2 - 2,Rio Ave
505,16-04-2023,Rio Ave,1 - 1,Casa Pia
506,22-04-2023,Boavista,3 - 2,Rio Ave
507,28-04-2023,Rio Ave,1 - 0,Arouca
508,07-05-2023,Maritimo,2 - 2,Rio Ave
509,14-05-2023,Rio Ave,0 - 1,Guimaraes
510,21-05-2023,Pacos Ferreira,3 - 1,Rio Ave
511,26-05-2023,Rio Ave,2 - 2,FC Famalicão
512,07-08-2022,Sp Braga,3 - 3,Sp Lisbon
513,12-08-2022,FC Famalicão,0 - 3,Sp Braga
514,21-08-2022,Sp Braga,5 - 0,Maritimo
515,28-08-2022,Arouca,0 - 6,Sp Braga
516,03-09-2022,Sp Braga,1 - 0,Guimaraes
517,11-09-2022,Rio Ave,2 - 3,Sp Braga
518,18-09-2022,Sp Braga,2 - 0,Vizela
519,30-09-2022,Porto,4 - 1,Sp Braga
520,09-10-2022,Sp Braga,0 - 1,Chaves
521,22-10-2022,Estoril,0 - 2,Sp Braga
522,30-10-2022,Gil Vicente,0 - 1,Sp Braga
523,06-11-2022,Sp Braga,0 - 1,Casa Pia
524,13-11-2022,Portimonense SC,1 - 2,Sp Braga
525,30-12-2022,Sp Braga,3 - 0,Benfica
526,05-01-2023,CD Santa Clara,0 - 4,Sp Braga
527,14-01-2023,Sp Braga,1 - 0,Boavista
528,21-01-2023,Pacos Ferreira,1 - 2,Sp Braga
529,01-02-2023,Sp Lisbon,5 - 0,Sp Braga
530,05-02-2023,Sp Braga,4 - 1,FC Famalicão
531,12-02-2023,Maritimo,1 - 2,Sp Braga
532,19-02-2023,Sp Braga,2 - 0,Arouca
533,27-02-2023,Guimaraes,2 - 1,Sp Braga
534,05-03-2023,Sp Braga,2 - 0,Rio Ave
535,11-03-2023,Vizela,0 - 4,Sp Braga
536,19-03-2023,Sp Braga,0 - 0,Porto
537,02-04-2023,Chaves,1 - 2,Sp Braga
538,08-04-2023,Sp Braga,4 - 1,Estoril
539,16-04-2023,Sp Braga,1 - 0,Gil Vicente
540,21-04-2023,Casa Pia,0 - 1,Sp Braga
541,29-04-2023,Sp Braga,4 - 1,Portimonense SC
542,06-05-2023,Benfica,1 - 0,Sp Braga
543,14-05-2023,Sp Braga,5 - 3,CD Santa Clara
544,20-05-2023,Boavista,1 - 1,Sp Braga
545,27-05-2023,Sp Braga,3 - 0,Pacos Ferreira
546,07-08-2022,Sp Braga,3 - 3,Sp Lisbon
547,13-08-2022,Sp Lisbon,3 - 0,Rio Ave
548,20-08-2022,Porto,3 - 0,Sp Lisbon
549,27-08-2022,Sp Lisbon,0 - 2,Chaves
550,02-09-2022,Estoril,0 - 2,Sp Lisbon
551,10-09-2022,Sp Lisbon,4 - 0,Portimonense SC
552,17-09-2022,Boavista,2 - 1,Sp Lisbon
553,30-09-2022,Sp Lisbon,3 - 1,Gil Vicente
554,08-10-2022,CD Santa Clara,1 - 2,Sp Lisbon
555,22-10-2022,Sp Lisbon,3 - 1,Casa Pia
556,29-10-2022,Arouca,1 - 0,Sp Lisbon
557,05-11-2022,Sp Lisbon,3 - 0,Guimaraes
558,13-11-2022,FC Famalicão,1 - 2,Sp Lisbon
559,29-12-2022,Sp Lisbon,3 - 0,Pacos Ferreira
560,08-01-2023,Maritimo,1 - 0,Sp Lisbon
561,15-01-2023,Benfica,2 - 2,Sp Lisbon
562,20-01-2023,Sp Lisbon,2 - 1,Vizela
563,01-02-2023,Sp Lisbon,5 - 0,Sp Braga
564,06-02-2023,Rio Ave,0 - 1,Sp Lisbon
565,12-02-2023,Sp Lisbon,1 - 2,Porto
566,20-02-2023,Chaves,2 - 3,Sp Lisbon
567,27-02-2023,Sp Lisbon,2 - 0,Estoril
568,04-03-2023,Portimonense SC,0 - 1,Sp Lisbon
569,12-03-2023,Sp Lisbon,3 - 0,Boavista
570,01-04-2023,Sp Lisbon,3 - 0,CD Santa Clara
571,05-04-2023,Gil Vicente,0 - 0,Sp Lisbon
572,09-04-2023,Casa Pia,3 - 4,Sp Lisbon
573,16-04-2023,Sp Lisbon,1 - 1,Arouca
574,24-04-2023,Guimaraes,0 - 2,Sp Lisbon
575,30-04-2023,Sp Lisbon,2 - 1,FC Famalicão
576,07-05-2023,Pacos Ferreira,0 - 4,Sp Lisbon
577,13-05-2023,Sp Lisbon,2 - 1,Maritimo
578,21-05-2023,Sp Lisbon,2 - 2,Benfica
579,26-05-2023,Vizela,1 - 2,Sp Lisbon
580,06-08-2022,Rio Ave,0 - 1,Vizela
581,14-08-2022,Vizela,0 - 1,Porto
582,20-08-2022,Chaves,1 - 1,Vizela
583,29-08-2022,Vizela,2 - 2,Gil Vicente
584,02-09-2022,Benfica,2 - 1,Vizela
585,12-09-2022,Vizela,0 - 1,Estoril
586,18-09-2022,Sp Braga,2 - 0,Vizela
587,01-10-2022,Vizela,1 - 0,Portimonense SC
588,09-10-2022,Casa Pia,0 - 1,Vizela
589,23-10-2022,Vizela,0 - 1,CD Santa Clara
590,30-10-2022,Boavista,2 - 2,Vizela
591,05-11-2022,Vizela,0 - 1,Arouca
592,13-11-2022,Pacos Ferreira,0 - 2,Vizela
593,30-12-2022,Vizela,3 - 0,Guimaraes
594,06-01-2023,FC Famalicão,2 - 1,Vizela
595,14-01-2023,Vizela,3 - 0,Maritimo
596,20-01-2023,Sp Lisbon,2 - 1,Vizela
597,29-01-2023,Vizela,3 - 1,Rio Ave
598,05-02-2023,Porto,2 - 0,Vizela
599,10-02-2023,Vizela,0 - 0,Chaves
600,17-02-2023,Gil Vicente,1 - 1,Vizela
601,25-02-2023,Vizela,0 - 2,Benfica
602,04-03-2023,Estoril,0 - 3,Vizela
603,11-03-2023,Vizela,0 - 4,Sp Braga
604,18-03-2023,Portimonense SC,0 - 1,Vizela
605,01-04-2023,Vizela,3 - 1,Casa Pia
606,07-04-2023,CD Santa Clara,0 - 1,Vizela
607,17-04-2023,Vizela,1 - 1,Boavista
608,23-04-2023,Arouca,1 - 0,Vizela
609,29-04-2023,Vizela,1 - 2,Pacos Ferreira
610,07-05-2023,Guimaraes,3 - 0,Vizela
611,13-05-2023,Vizela,0 - 0,FC Famalicão
612,19-05-2023,Maritimo,1 - 0,Vizela
613,26-05-2023,Vizela,1 - 2,Sp Lisbon
